benchmark,classifier,method,instance,validity,proximity_l1,proximity_l2,sparsity,sparsity_channels,sparsity_timepoints,trsi,scm_noise_plausibility,intervention_t,vacuous,cf_faith_rollout_hard,cf_faith_rollout_soft,cf_faith_pearl_hard,cf_faith_pearl_soft,cf_faith_rollout_hard_valid,cf_faith_pearl_hard_valid,horizon,t0,t_label,label_horizon
smoke_spring_seed1,lstm,CARLA,0,0,5.5894312191737185,1.1337379576772113,0.8533333333333334,0.0,0.8333333333333334,0.7587845696239104,0.8925426662273767,25,0,1.0,0.999999697762697,0.0,0.8959095979856169,0.0,0.0,5,25,29,4
smoke_spring_seed1,lstm,CARLA,1,0,7.351119093419554,1.4601376263894847,0.8333333333333334,0.0,0.8333333333333334,0.7081079108094105,0.8951614960884033,25,0,1.0,0.9999996416899939,0.0,0.8635482302122147,0.0,0.0,5,25,29,4
smoke_spring_seed1,lstm,CARLA,2,0,5.92977657883483,1.224773453440277,0.84,0.0,0.8333333333333334,0.7895736421920939,0.7880494270962304,25,0,1.0,0.9999998824223063,0.0,0.8879902199741571,0.0,0.0,5,25,29,4
smoke_spring_seed1,lstm,CARLA,3,0,7.185050341955293,1.6283266547240853,0.8333333333333334,0.0,0.8333333333333334,0.5655154851037599,0.9061717944150306,25,0,1.0,0.9999998548659058,0.0,0.8668520446548929,0.0,0.0,5,25,29,4
smoke_spring_seed1,lstm,CARLA,4,0,7.83414118840137,1.3446181765712062,0.8333333333333334,0.0,0.8333333333333334,0.6444010397006515,0.9309792056442521,25,0,1.0,0.999999929695507,0.0,0.9049811320421495,0.0,0.0,5,25,29,4
smoke_spring_seed1,lstm,CARLA,5,0,3.7890631310227585,0.6834115512015627,0.8333333333333334,0.0,0.8333333333333334,0.8712053016881324,0.8104830521856207,25,0,1.0,0.9999997666375146,0.0,0.9316254979944129,0.0,0.0,5,25,29,4
smoke_spring_seed1,lstm,CARLA,6,0,4.684224708791154,0.9243969941720752,0.8333333333333334,0.0,0.8333333333333334,0.7399205743956053,0.9941613256710163,25,0,1.0,0.9999998415694957,0.0,0.9101854571161936,0.0,0.0,5,25,29,4
smoke_spring_seed1,lstm,CARLA,7,0,7.347824448378725,1.4120421931979632,0.8333333333333334,0.0,0.8333333333333334,0.6762369577868693,0.8881676524181106,25,0,1.0,0.9999998523872557,0.0,0.8659230788821534,0.0,0.0,5,25,29,4
smoke_spring_seed1,lstm,CARLA,8,0,5.616461975570497,1.156494510085202,0.8366666666666667,0.0,0.8333333333333334,0.5655524264926608,0.8543407664509486,25,0,1.0,0.9999997962970469,0.0,0.8946898394543561,0.0,0.0,5,25,29,4
smoke_spring_seed1,lstm,CARLA,9,0,10.697993464396555,1.9907771353492185,0.84,0.0,0.8333333333333334,0.48450959334019517,0.9307264867062516,25,0,1.0,0.9999999038872138,0.0,0.8167107598907118,0.0,0.0,5,25,29,4
smoke_spring_seed1,lstm,CARLA,10,0,7.297179802052757,1.4711438392371006,0.84,0.0,0.8333333333333334,0.7643608968269215,0.8154605930225147,25,0,1.0,0.9999999454653821,0.0,0.8624460310016745,0.0,0.0,5,25,29,4
smoke_spring_seed1,lstm,CARLA,11,0,7.948023028746149,1.553605493189477,0.8333333333333334,0.0,0.8333333333333334,0.6741766291717636,0.7189740264918378,25,0,1.0,0.9999997728291139,0.0,0.8523740049667571,0.0,0.0,5,25,29,4
smoke_spring_seed1,lstm,CARLA,12,0,4.953374532695479,0.9930769093012585,0.8366666666666667,0.0,0.8333333333333334,0.6254023908210607,0.9085260331743553,25,0,1.0,0.9999997742955845,0.0,0.908051053134995,0.0,0.0,5,25,29,4
smoke_spring_seed1,lstm,CARLA,13,0,6.667828658563302,1.3906712383648518,0.8366666666666667,0.0,0.8333333333333334,0.6380044937969753,0.9420927113189068,25,0,1.0,0.9999996862378384,0.0,0.876753243160882,0.0,0.0,5,25,29,4
smoke_spring_seed1,lstm,CARLA,14,0,5.13820872633051,1.1469413902522345,0.8366666666666667,0.0,0.8333333333333334,0.8504598219713447,0.818661420524229,25,0,1.0,0.9999998840328832,0.0,0.8996031072830718,0.0,0.0,5,25,29,4
smoke_spring_seed1,lstm,CARLA,15,0,8.27964884489539,1.6162596312215158,0.8333333333333334,0.0,0.8333333333333334,0.6093183473085713,0.9256065814647113,25,0,1.0,0.9999999008722749,0.0,0.8580621736508592,0.0,0.0,5,25,29,4
smoke_spring_seed1,lstm,CARLA,16,0,5.093959299543518,1.1064112973494853,0.8333333333333334,0.0,0.8333333333333334,0.712155941152546,0.9171028859416016,25,0,1.0,0.999999865768623,0.0,0.9070580374539824,0.0,0.0,5,25,29,4
smoke_spring_seed1,lstm,CARLA,17,0,6.117293435555461,1.1688574675421053,0.8333333333333334,0.0,0.8333333333333334,0.8255076847109687,0.8322696703578919,25,0,1.0,0.9999999502184285,0.0,0.8852026550927142,0.0,0.0,5,25,29,4
smoke_spring_seed1,lstm,CARLA,18,0,5.956592239558529,1.0940868716303565,0.8333333333333334,0.0,0.8333333333333334,0.6555570442787924,0.7823179909568887,25,0,1.0,0.999999840088413,0.0,0.8888448885750464,0.0,0.0,5,25,29,4
smoke_spring_seed1,lstm,CARLA,19,0,7.1640882794604535,1.2660619882838315,0.8366666666666667,0.0,0.8333333333333334,0.5598352983413134,0.9427436488350203,25,0,1.0,0.9999997769468367,0.0,0.867161517213103,0.0,0.0,5,25,29,4
smoke_spring_seed1,lstm,PearlCARLA,0,0,0.8795365621326184,0.18470594646819607,0.85,0.0,0.8333333333333334,0.23845958161571812,0.9855029989863147,25,0,0.0,0.8959093681341764,1.0,0.9999996336305852,0.0,0.0,5,25,29,4
smoke_spring_seed1,lstm,PearlCARLA,1,0,2.657355482983582,0.45856185545559147,0.8333333333333334,0.0,0.8333333333333334,0.24078717128936383,0.9503544161029727,25,0,0.0,0.8635483469748536,1.0,0.9999998249990396,0.0,0.0,5,25,29,4
smoke_spring_seed1,lstm,PearlCARLA,2,0,1.3354769034566532,0.2285094459069893,0.8333333333333334,0.0,0.8333333333333334,0.24505936027011632,0.9354700944752973,25,0,0.0,0.8879902356283633,1.0,0.9999998674618272,0.0,0.0,5,25,29,4
smoke_spring_seed1,lstm,PearlCARLA,3,0,2.729557433567033,0.43209704010498406,0.8333333333333334,0.0,0.8333333333333334,0.2432569328440731,0.9681983472693563,25,0,0.0,0.8668518998818577,1.0,0.9999998176291163,0.0,0.0,5,25,29,4
smoke_spring_seed1,lstm,PearlCARLA,4,0,20.501864510516896,4.659969384736357,0.8366666666666667,0.0,0.8333333333333334,0.23142372680949308,0.8719595090832845,25,0,0.0,0.9049811051966687,1.0,0.9999999162674093,0.0,0.0,5,25,29,4
smoke_spring_seed1,lstm,PearlCARLA,5,0,2.880207592886265,0.46854242087616893,0.8333333333333334,0.0,0.8333333333333334,0.25678096464205596,0.9069697423122369,25,0,0.0,0.9316251881572916,1.0,0.9999995847768213,0.0,0.0,5,25,29,4
smoke_spring_seed1,lstm,PearlCARLA,6,0,1.7236345211310042,0.3406065857247772,0.8333333333333334,0.0,0.8333333333333334,0.24256570124824656,0.8986136003970397,25,0,0.0,0.9101854819004961,1.0,0.9999998242394663,0.0,0.0,5,25,29,4
smoke_spring_seed1,lstm,PearlCARLA,7,0,2.667288007830801,0.4265745824076276,0.8333333333333334,0.0,0.8333333333333334,0.2556524768515771,0.9657230210028753,25,0,0.0,0.8659231047694185,1.0,0.9999998134348451,0.0,0.0,5,25,29,4
smoke_spring_seed1,lstm,PearlCARLA,8,0,1.0652026754471644,0.18575822901768566,0.8366666666666667,0.0,0.8333333333333334,0.2550260586981986,0.9547916175049754,25,0,0.0,0.8946898240388413,1.0,0.9999997869009901,0.0,0.0,5,25,29,4
smoke_spring_seed1,lstm,PearlCARLA,9,0,4.571799052990592,0.8971901405569012,0.8333333333333334,0.0,0.8333333333333334,0.24264521608787146,0.9150217445051129,25,0,0.0,0.8167107439605776,1.0,0.9999998899399312,0.0,0.0,5,25,29,4
smoke_spring_seed1,lstm,PearlCARLA,10,0,2.0652988529880147,0.34385303546128265,0.8366666666666667,0.0,0.8333333333333334,0.2415968190380599,0.9976503785934488,25,0,0.0,0.8624460923377304,1.0,0.9999998254850028,0.0,0.0,5,25,29,4
smoke_spring_seed1,lstm,PearlCARLA,11,0,3.1109238903678644,0.5151609218644776,0.8333333333333334,0.0,0.8333333333333334,0.24381090319843843,0.8899924251496645,25,0,0.0,0.8523739168588776,1.0,0.9999998175502933,0.0,0.0,5,25,29,4
smoke_spring_seed1,lstm,PearlCARLA,12,0,1.9933990817865512,0.3374149438365098,0.8333333333333334,0.0,0.8333333333333334,0.2477061934649214,0.990798133090492,25,0,0.0,0.9080511496992546,1.0,0.9999998074408847,0.0,0.0,5,25,29,4
smoke_spring_seed1,lstm,PearlCARLA,13,0,1.3114934339407194,0.255275073633835,0.8366666666666667,0.0,0.8333333333333334,0.23767670668332955,0.9332097604578277,25,0,0.0,0.8767532944728531,1.0,0.9999995566501347,0.0,0.0,5,25,29,4
smoke_spring_seed1,lstm,PearlCARLA,14,0,2.957179381154509,0.5138103228661985,0.8333333333333334,0.0,0.8333333333333334,0.23607389633903805,0.9708273862293115,25,0,0.0,0.8996031051393168,1.0,0.9999997985874919,0.0,0.0,5,25,29,4
smoke_spring_seed1,lstm,PearlCARLA,15,0,6.5877733276022115,1.097527079482573,0.8333333333333334,0.0,0.8333333333333334,0.2393408161683745,0.9159548026499514,25,0,0.0,0.8580621756619377,1.0,0.9999998399157783,0.0,0.0,5,25,29,4
smoke_spring_seed1,lstm,PearlCARLA,16,0,2.364169488524423,0.3964991222780513,0.8333333333333334,0.0,0.8333333333333334,0.24307294952859437,0.9860641089826993,25,0,0.0,0.9070580506508493,1.0,0.9999998399998652,0.0,0.0,5,25,29,4
smoke_spring_seed1,lstm,PearlCARLA,17,0,8.754634285058133,1.607122093255853,0.8333333333333334,0.0,0.8333333333333334,0.23534985100961114,0.9861534996952614,25,0,0.0,0.8852027089940756,1.0,0.9999998939264843,0.0,0.0,5,25,29,4
smoke_spring_seed1,lstm,PearlCARLA,18,0,2.5401363064267164,0.45039813282463603,0.8366666666666667,0.0,0.8333333333333334,0.24061932237949896,0.9056081147473916,25,0,0.0,0.8888448571377179,1.0,0.9999997988811592,0.0,0.0,5,25,29,4
smoke_spring_seed1,lstm,PearlCARLA,19,0,1.3800026481705494,0.21549422285806213,0.8333333333333334,0.0,0.8333333333333334,0.24393010002511206,0.9476813848404713,25,0,0.0,0.8671615163444537,1.0,0.9999997216512415,0.0,0.0,5,25,29,4
smoke_spring_seed1,lstm,CARLA,0,0,44.92461096064297,4.962741722352614,0.5133333333333333,0.0,0.5,0.3760433697872998,0.5183031090269107,15,0,1.0,0.9999990331322638,0.0,0.7448119063622812,0.0,0.0,15,15,29,14
smoke_spring_seed1,lstm,CARLA,1,0,47.92786039981196,5.399405257654114,0.5,0.0,0.5,0.36008174843718554,0.5200191621286924,15,0,1.0,0.9999993890154691,0.0,0.7351020497568429,0.0,0.0,15,15,29,14
smoke_spring_seed1,lstm,CARLA,2,0,34.8923865556841,3.9678024617125205,0.5066666666666667,0.0,0.5,0.41521219077835186,0.4843308576116591,15,0,1.0,0.9999998711441442,0.0,0.7957160766287622,0.0,0.0,15,15,29,14
smoke_spring_seed1,lstm,CARLA,3,0,40.09732572240697,4.426944700362825,0.5066666666666667,0.0,0.5,0.41592809104031125,0.5618813003594467,15,0,1.0,0.9999997047153403,0.0,0.763481371107207,0.0,0.0,15,15,29,14
