method,instance,validity,proximity_l1,proximity_l2,sparsity,intervention_t,cf_faith_rollout_hard,cf_faith_rollout_soft,cf_faith_pearl_hard,cf_faith_pearl_soft
CftsCounts,11,1,46.72910802247708,5.71390183917668,0.0,0,0.0,0.8972391657175611,0.0,0.7489931781500788
CftsCounts,12,0,43.394099523272715,5.323965241208053,0.0,0,0.0,0.9451750804685615,0.0,0.7851653034104629
CftsCounts,13,1,35.5285688588782,4.113887053994278,0.0,0,0.0,0.8771395010005232,0.0,0.8212613536264
CftsCounts,14,1,32.59518682986777,4.0378847069790185,0.0,0,0.0,0.7443866735438556,0.0,0.812122800598733
CftsCounts,15,1,37.82886465707574,5.011073712818457,0.0,0,0.0,0.959096626859496,0.0,0.7958746586279796
CftsCounts,16,1,33.34859688039433,4.0131487011618665,0.0,0,0.0,0.7158208771271907,0.0,0.8043761159739926
CftsCounts,17,1,42.926039558218925,4.8591716097551965,0.0,0,0.0,0.8027304463942858,0.0,0.7505351753486763
CftsCounts,18,1,40.341217335481396,4.775885646985203,0.0,0,0.0,0.8847212839016642,0.0,0.7760425581952579
CftsCounts,19,1,41.05031663315536,4.566205902867165,0.0,0,0.0,0.9445976623896264,0.0,0.7689818998329911
CftsCels,0,1,1.308161392480538,0.6967987585364711,0.02,0,0.0,0.7348325295705654,0.0,0.9913174759685853
CftsCels,1,1,7.824048476867098,1.8244772620364433,0.31333333333333335,2,0.0,0.7183816396477981,0.0,0.9456106807945315
CftsCels,2,1,1.5210074092958212,0.8344889805718162,0.02666666666666667,0,0.0,0.769185848264765,0.0,0.9899126135907755
CftsCels,3,1,1.639479703307126,0.4992137665008215,0.006666666666666667,0,0.0,0.7691157789651496,0.0,0.9891233271113142
CftsCels,4,1,1.549622541420565,0.3990808439402148,0.006666666666666667,0,0.0,0.8005702933406529,0.0,0.989710417913934
CftsCels,5,1,1.4012523547565834,0.5514235761727875,0.006666666666666667,0,0.0,0.7960867484346533,0.0,0.9907343485063718
CftsCels,6,1,1.857561644063551,0.9932063865521725,0.02,0,0.0,0.7101828830919173,0.0,0.9876960136270394
CftsCels,7,1,1.4367016288199705,0.4795353884869778,0.02666666666666667,0,0.0,0.7584666678139541,0.0,0.9904676323180444
CftsCels,8,1,3.821919590890534,1.0132534647219342,0.5266666666666666,4,0.0,0.8190187325766101,0.0,0.9710048336082818
CftsCels,9,1,3.331178961517627,1.365152488573182,0.02,0,0.0,0.8192910355286798,0.0,0.9780364090071246
CftsCels,10,1,1.6038713417064598,0.5825523216833444,0.006666666666666667,0,0.0,0.7874386931886951,0.0,0.9893834171485868
CftsCels,11,1,1.583765201077335,0.5665342172318427,0.006666666666666667,0,0.0,0.726947504418927,0.0,0.9894954717885545
CftsCels,12,1,2.9464397442833645,1.1649994149516003,0.006666666666666667,0,0.0,0.7943075995876717,0.0,0.9805820623554921
CftsCels,13,1,1.1105738820173456,0.28270991319881594,0.006666666666666667,0,0.0,0.8146915971664622,0.0,0.9925859334688307
CftsCels,14,1,1.3199771232153588,0.7964215924685897,0.06,0,0.0,0.7192336139684969,0.0,0.9912383729085117
CftsCels,15,1,1.2965557423226404,0.45772473656909435,0.013333333333333334,0,0.0,0.7955377554180536,0.0,0.9913942495041259
CftsCels,16,1,0.5575877813275387,0.2082487785810986,0.12666666666666668,1,0.0,0.6899650362011887,0.0,0.9961619432128584
CftsCels,17,1,1.2302666513703928,0.5373161507304521,0.013333333333333334,0,0.0,0.8201014637928282,0.0,0.9918251030147756
CftsCels,18,1,2.8710496433794663,1.1796331519286127,0.02666666666666667,0,0.0,0.7445216923661689,0.0,0.9810408244457647
CftsCels,19,1,1.5743743852997214,0.672509911118221,0.02666666666666667,0,0.0,0.7776748803332842,0.0,0.9895594638350571
