method,instance,validity,proximity_l1,proximity_l2,sparsity,intervention_t,cf_faith_rollout_hard,cf_faith_rollout_soft,cf_faith_pearl_hard,cf_faith_pearl_soft
DiCE,95,1,8.143822146319474,0.5325359979802083,0.0,0,0.0,0.7680030325548807,0.0,0.9918281077094093
DiCE,96,1,9.594976900681104,0.6011178784571088,0.0,0,0.0,0.7735049500048837,0.0,0.990203378839042
DiCE,97,1,6.00947043933154,0.537486783315144,0.0,0,0.0,0.7646822039280845,0.0,0.9939286440700661
DiCE,98,1,6.912841129739244,0.6480193965616424,0.0,0,0.0,0.7752036575773052,0.0,0.993127485620498
DiCE,99,1,14.169164003809115,0.9615156628024341,0.001,0,0.0,0.7828165018267949,0.0,0.9858793407426156
CARLA,0,0,130.6996330663876,7.997193392263404,0.5,50,1.0,0.9999999941613253,0.0,0.7693758012134595
CARLA,1,0,131.3789188994906,8.124155254191,0.5,50,1.0,0.9999999919788705,0.0,0.7681219838263788
CARLA,2,0,146.92459789106533,8.785298181592145,0.5,50,1.0,0.9999999857931533,0.0,0.7455886639330405
CARLA,3,0,139.13542414803516,8.26937893120185,0.5,50,1.0,0.9999999896529588,0.0,0.7584965082226393
CARLA,4,0,124.27782514125097,7.371721503790478,0.5,50,1.0,0.9999999897486317,0.0,0.7815462709668736
CARLA,5,0,189.80588081566017,9.104786125095016,0.25,25,1.0,0.9999999971173773,0.0,0.7765513551582474
CARLA,6,0,123.17640701566339,7.506682702133169,0.5,50,1.0,0.9999999868498461,0.0,0.7849755823881105
CARLA,7,0,191.4105169215295,9.30578314425899,0.25,25,1.0,0.9999999986905731,0.0,0.7755736843897311
CARLA,8,0,134.26244210971385,7.878746425288453,0.5,50,1.0,0.9999999910256046,0.0,0.7645801098961442
CARLA,9,0,249.58027046416356,12.500145212036927,0.25,25,1.0,0.9999999978093003,0.0,0.7151769206900332
CARLA,10,0,190.46500495582,9.245756665262629,0.25,25,1.0,0.9999999957503062,0.0,0.7769682283406659
CARLA,11,0,124.90369486028865,7.264132447359135,0.5,50,1.0,0.9999999941558166,0.0,0.7826862796725886
CARLA,12,0,126.09151590038161,7.343372622699725,0.5,50,1.0,0.9999999912166518,0.0,0.7820561512087427
CARLA,13,0,170.3476414220882,8.333890200277185,0.25,25,1.0,0.9999999913564568,0.0,0.7998778640650975
CARLA,14,0,163.4066903570511,9.816719643470854,0.5,50,1.0,0.9999999921796047,0.0,0.723595606503931
CARLA,15,0,189.24935513086245,9.401540220547991,0.25,25,1.0,0.9999999897702566,0.0,0.7833866666532007
CARLA,16,0,182.70944860217372,8.912495031428906,0.25,25,1.0,0.9999999954998442,0.0,0.7838416046334566
CARLA,17,0,122.12498335690536,7.9029746297864545,0.5,50,1.0,0.9999999896399836,0.0,0.7834343084727351
CARLA,18,0,207.13660068256658,10.294407135866148,0.25,25,1.0,0.9999999921151084,0.0,0.7603687890616276
CARLA,19,0,204.82589452555797,9.823241981511678,0.25,25,1.0,0.9999999971461874,0.0,0.7666320691668312
CARLA,20,0,127.34996618619607,7.79138875662235,0.5,50,1.0,0.9999999958554964,0.0,0.7744822831760143
CARLA,21,0,207.06526289390112,9.83287255992273,0.25,25,1.0,0.9999999936800057,0.0,0.7628359915102
CARLA,22,0,120.22868209174264,7.271881962402148,0.5,50,1.0,0.9999999947829984,0.0,0.791048733117934
CARLA,23,0,124.70870713377364,7.642942965142605,0.5,50,1.0,0.999999994331651,0.0,0.7809481975548671
CARLA,24,0,195.28721179096576,9.50195798140072,0.25,25,1.0,0.9999999963655877,0.0,0.7707163445079486
CARLA,25,0,119.68813480797617,7.1089321302633435,0.5,50,1.0,0.9999999935559821,0.0,0.7913665343878098
CARLA,26,0,184.48499931490267,8.90931704294524,0.25,25,1.0,0.9999999958799937,0.0,0.7825382050740692
CARLA,27,0,126.87584138609262,7.399588185584323,0.5,50,1.0,0.9999999924656215,0.0,0.7815064755741863
CARLA,28,0,209.39384410211602,10.009136062503563,0.25,25,1.0,0.9999999970338396,0.0,0.7582481620388962
