benchmark,classifier,method,instance,validity,proximity_l1,proximity_l2,sparsity,sparsity_channels,sparsity_timepoints,trsi,scm_noise_plausibility,intervention_t,vacuous,cf_faith_rollout_hard,cf_faith_rollout_soft,cf_faith_pearl_hard,cf_faith_pearl_soft,cf_faith_rollout_hard_valid,cf_faith_pearl_hard_valid
smoke_nl_seed0,lstm,CARLA,0,0,11.264055227988017,1.798913824485874,0.3,0.0,0.3,1.2824277475499755,0.252594359734895,9,1,1.0,0.9999999126311931,0.0,0.8998201943902014,0.0,0.0
smoke_nl_seed0,lstm,CARLA,1,0,12.74168706606496,1.6410153529988585,0.30666666666666664,0.0,0.3,1.2581793096413638,0.21177181451208926,9,1,1.0,0.9999999153127757,0.0,0.8902896488459859,0.0,0.0
smoke_nl_seed0,lstm,CARLA,2,0,13.042742977677637,1.7208036262249853,0.32666666666666666,0.0,0.3,1.1018030420056122,0.242697860172608,9,1,1.0,0.9999999110257901,0.0,0.8901575379996597,0.0,0.0
smoke_nl_seed0,lstm,CARLA,3,0,14.329226334772567,2.0537186018415183,0.3,0.0,0.3,1.3581019454740553,0.27765856625172763,9,1,1.0,0.9999999097447966,0.0,0.8814226931070599,0.0,0.0
smoke_nl_seed0,lstm,CARLA,4,0,12.982981840218578,1.757108296744757,0.3,0.0,0.3,1.158428007391178,0.27441253069815025,9,1,1.0,0.9999999174474109,0.0,0.8881369600489175,0.0,0.0
smoke_nl_seed0,lstm,CARLA,5,0,14.065574103100634,1.9167482286252517,0.3,0.0,0.3,1.142118362429014,0.2777010068634187,9,1,1.0,0.9999999100798508,0.0,0.8776228687313916,0.0,0.0
smoke_nl_seed0,lstm,CARLA,6,0,13.420636668219665,1.927249735742624,0.3,0.0,0.3,1.2481768060088467,0.3124974336579571,9,1,1.0,0.9999999151732848,0.0,0.8841457355565695,0.0,0.0
smoke_nl_seed0,lstm,CARLA,7,0,15.185681908719339,2.2046773246850364,0.3,0.0,0.3,1.3244498352865164,0.24339633064260835,9,1,1.0,0.9999999174513967,0.0,0.8679807102439762,0.0,0.0
smoke_nl_seed0,lstm,CARLA,8,0,15.762402626191326,2.0691557695232583,0.3,0.0,0.3,1.2281490809531894,0.248922530300241,9,1,1.0,0.9999999078959256,0.0,0.8632405678209639,0.0,0.0
smoke_nl_seed0,lstm,CARLA,9,0,10.948415336717098,1.463957362968165,0.30666666666666664,0.0,0.3,1.3317067811491454,0.2607548468530251,9,1,1.0,0.9999999202627575,0.0,0.9030858702752758,0.0,0.0
smoke_nl_seed0,lstm,CARLA,10,0,14.677191083424386,2.1454746625501566,0.30666666666666664,0.0,0.3,1.1709396008822122,0.41164167470821816,9,1,1.0,0.9999999063209937,0.0,0.8726422318609145,0.0,0.0
