benchmark,classifier,method,instance,validity,proximity_l1,proximity_l2,sparsity,sparsity_channels,sparsity_timepoints,trsi,intervention_t,vacuous,cf_faith_rollout_hard,cf_faith_rollout_soft,cf_faith_pearl_hard,cf_faith_pearl_soft,cf_faith_rollout_hard_valid,cf_faith_pearl_hard_valid
full_seed0,lstm,CARLA,0,0,131.466890508097,6.996118171897808,0.259,0.0,0.25,1.441337083215722,25,0,1.0,0.9999999966937718,0.0,0.8397377614564716,0.0,0.0
full_seed0,lstm,CARLA,1,0,183.57280770793017,9.575282665664838,0.257,0.0,0.25,1.3590605688125665,25,0,1.0,0.9999999969241191,0.0,0.7829305220952956,0.0,0.0
full_seed0,lstm,CARLA,2,0,159.1047978502937,8.420336196508712,0.259,0.0,0.25,1.3632630501020404,25,0,1.0,0.999999994401003,0.0,0.8075868557445709,0.0,0.0
full_seed0,lstm,CARLA,3,0,176.2489009196537,9.5565491392397,0.261,0.0,0.25,1.3687734601712782,25,0,1.0,0.9999999938094333,0.0,0.7916618568152402,0.0,0.0
full_seed0,lstm,CARLA,4,0,162.87865899830467,8.551193587210609,0.259,0.0,0.25,1.4078164219058231,25,0,1.0,0.999999998816376,0.0,0.8054804221692464,0.0,0.0
full_seed0,lstm,CARLA,5,0,179.73644379332643,9.444200380163561,0.26,0.0,0.25,1.3165463272147095,25,0,1.0,0.9999999977457262,0.0,0.7866782365284004,0.0,0.0
full_seed0,lstm,CARLA,6,0,167.2683128574227,9.371914126861034,0.262,0.0,0.25,1.3301274975992914,25,0,1.0,0.9999999958451503,0.0,0.801993501183326,0.0,0.0
full_seed0,lstm,CARLA,7,0,175.33597906159224,9.424272559868909,0.259,0.0,0.25,1.3808765637064182,25,0,1.0,0.9999999979283815,0.0,0.7912617946577581,0.0,0.0
full_seed0,lstm,CARLA,8,0,214.07691294588253,11.608613861986372,0.259,0.0,0.25,1.2904865852844742,25,0,1.0,0.9999999978193752,0.0,0.7527427717341239,0.0,0.0
full_seed0,lstm,CARLA,9,0,200.98951260707264,10.791192272303743,0.256,0.0,0.25,1.3387707565927947,25,0,1.0,0.9999999964496162,0.0,0.7664981553073955,0.0,0.0
full_seed0,lstm,CARLA,10,0,189.536955228086,10.023603811468742,0.261,0.0,0.25,1.26940067521659,25,0,1.0,0.9999999971800805,0.0,0.7781040447925065,0.0,0.0
full_seed0,lstm,CARLA,11,0,169.53838548061708,8.983983410646722,0.257,0.0,0.25,1.3146377241343123,25,0,1.0,0.9999999963278322,0.0,0.7993244296219422,0.0,0.0
full_seed0,lstm,CARLA,12,0,159.03459415330838,8.464543238276786,0.258,0.0,0.25,1.3731044810974102,25,0,1.0,0.9999999977157911,0.0,0.8076290685785148,0.0,0.0
full_seed0,lstm,CARLA,13,0,149.1525262465081,8.243533404434157,0.264,0.0,0.25,1.371028980557542,25,0,1.0,0.9999999989937696,0.0,0.819611587802454,0.0,0.0
