benchmark,classifier,method,instance,validity,proximity_l1,proximity_l2,sparsity,sparsity_channels,sparsity_timepoints,trsi,intervention_t,vacuous,cf_faith_rollout_hard,cf_faith_rollout_soft,cf_faith_pearl_hard,cf_faith_pearl_soft,cf_faith_rollout_hard_valid,cf_faith_pearl_hard_valid,horizon,t0,t_label,label_horizon
full_interior_label_late_seed2,lstm,CARLA,0,0,11.613370603862244,2.1792214231796656,0.95,0.0,0.95,1.3048952935971787,95,0,1.0,0.9999999847691987,0.0,0.918647002263043,0.0,0.0,5,95,90,-5
full_interior_label_late_seed2,lstm,CARLA,1,1,10.56955147912578,1.9751632340138505,0.95,0.0,0.95,1.3288130716549063,95,0,1.0,0.9999999865589297,0.0,0.9220527619300863,1.0,0.0,5,95,90,-5
full_interior_label_late_seed2,lstm,CARLA,2,0,14.3272494830397,2.657734780143269,0.95,0.0,0.95,1.6088529049680083,95,0,1.0,0.9999999882285318,0.0,0.8685881062688643,0.0,0.0,5,95,90,-5
full_interior_label_late_seed2,lstm,CARLA,3,0,11.921559608773613,2.4390603091355967,0.95,0.0,0.95,1.404205567933218,95,0,1.0,0.9999999944846966,0.0,0.9079397797915314,0.0,0.0,5,95,90,-5
full_interior_label_late_seed2,lstm,CARLA,4,0,12.948391802940824,2.38034665371309,0.95,0.0,0.95,1.5016929551440772,95,0,1.0,0.9999999879471002,0.0,0.9084984253263906,0.0,0.0,5,95,90,-5
full_interior_label_late_seed2,lstm,CARLA,5,0,10.373647082466427,2.052719422736097,0.95,0.0,0.95,1.2412550059645069,95,0,1.0,0.999999990691924,0.0,0.8996123328047868,0.0,0.0,5,95,90,-5
full_interior_label_late_seed2,lstm,CARLA,6,0,9.715448031902799,1.639609095442326,0.95,0.0,0.95,1.3777786693077145,95,0,1.0,0.9999999897473262,0.0,0.9055256547596423,0.0,0.0,5,95,90,-5
full_interior_label_late_seed2,lstm,CARLA,7,0,14.649528689610706,2.876199023346721,0.95,0.0,0.95,1.5403528705889031,95,0,1.0,0.9999999880406211,0.0,0.9187022305324537,0.0,0.0,5,95,90,-5
full_interior_label_late_seed2,lstm,CARLA,8,0,13.657229939091168,2.373729259457418,0.951,0.0,0.95,1.632820683500729,95,0,1.0,0.9999999914944673,0.0,0.8921858524567686,0.0,0.0,5,95,90,-5
full_interior_label_late_seed2,lstm,CARLA,9,0,21.458728976397836,4.36304286923462,0.951,0.0,0.95,1.1843906495197152,95,0,1.0,0.9999999749340404,0.0,0.8920978384589296,0.0,0.0,5,95,90,-5
full_interior_label_late_seed2,lstm,CARLA,10,0,12.271426741494285,2.1561233087548275,0.95,0.0,0.95,1.3319624122263847,95,0,1.0,0.9999999912683122,0.0,0.8980930205968509,0.0,0.0,5,95,90,-5
full_interior_label_late_seed2,lstm,CARLA,11,0,15.5664298271705,3.0102407732117094,0.95,0.0,0.95,1.56330744690163,95,0,1.0,0.9999999661117147,0.0,0.895922504284348,0.0,0.0,5,95,90,-5
full_interior_label_late_seed2,lstm,CARLA,12,0,16.08401971585808,3.262663577170286,0.95,0.0,0.95,1.485598062836068,95,0,1.0,0.9999999874212581,0.0,0.8917904213443818,0.0,0.0,5,95,90,-5
full_interior_label_late_seed2,lstm,CARLA,13,0,13.756314421841575,2.492867649427818,0.95,0.0,0.95,1.0860110312694533,95,0,1.0,0.9999999915920665,0.0,0.8825447654788082,0.0,0.0,5,95,90,-5
full_interior_label_late_seed2,lstm,CARLA,14,0,19.402663939559886,3.8560208608954585,0.95,0.0,0.95,1.2707663800441902,95,0,1.0,0.9999999811143907,0.0,0.9013085592170981,0.0,0.0,5,95,90,-5
full_interior_label_late_seed2,lstm,CARLA,15,0,14.425693476313254,2.6585542610144963,0.951,0.0,0.95,1.3475310019457984,95,0,1.0,0.9999999825358762,0.0,0.8677640715065442,0.0,0.0,5,95,90,-5
full_interior_label_late_seed2,lstm,CARLA,16,1,8.03240837140452,1.5276195418907657,0.95,0.0,0.95,1.3377694746300606,95,0,1.0,0.9999999905938289,0.0,0.9020704303453211,1.0,0.0,5,95,90,-5
full_interior_label_late_seed2,lstm,CARLA,17,0,12.395086620431435,2.424162622987294,0.95,0.0,0.95,1.5365800771904918,95,0,1.0,0.9999999823237837,0.0,0.9237146052333166,0.0,0.0,5,95,90,-5
full_interior_label_late_seed2,lstm,CARLA,18,0,18.25096086516108,3.8751682496991817,0.951,0.0,0.95,1.409824877283664,95,0,1.0,0.9999999898523197,0.0,0.905592872344993,0.0,0.0,5,95,90,-5
full_interior_label_late_seed2,lstm,CARLA,19,0,10.54221421235415,1.9580454375968415,0.95,0.0,0.95,1.3440900761243866,95,0,1.0,0.9999999903838771,0.0,0.9178431469509196,0.0,0.0,5,95,90,-5
