benchmark,classifier,method,instance,validity,proximity_l1,proximity_l2,sparsity,sparsity_channels,sparsity_timepoints,trsi,scm_noise_plausibility,intervention_t,vacuous,cf_faith_rollout_hard,cf_faith_rollout_soft,cf_faith_pearl_hard,cf_faith_pearl_soft,cf_faith_rollout_hard_valid,cf_faith_pearl_hard_valid,horizon,t0,t_label,label_horizon
full_nl_seed2,lstm,CARLA,0,1,3.987389244570908,0.9491632867883403,0.951,0.0,0.95,1.1016399588144121,0.9603732690735091,95,0,1.0,0.9999999970259635,0.0,0.9322724037951544,1.0,0.0,5,95,99,4
full_nl_seed2,lstm,CARLA,1,1,7.2363666684450285,1.3318206878156889,0.95,0.0,0.95,1.0318892975313152,0.9505400528772092,95,0,1.0,0.9999999978965194,0.0,0.8774013561424151,1.0,0.0,5,95,99,4
full_nl_seed2,lstm,CARLA,2,1,4.703333286092984,0.9100087182001366,0.95,0.0,0.95,0.9688224895082539,0.9517640134347047,95,0,1.0,0.9999999978143285,0.0,0.9267359282788348,1.0,0.0,5,95,99,4
full_nl_seed2,lstm,CARLA,3,1,4.828064336895202,0.9282378384566173,0.951,0.0,0.95,0.9652311420351216,0.9609729921295326,95,0,1.0,0.9999999970858128,0.0,0.920348244277524,1.0,0.0,5,95,99,4
full_nl_seed2,lstm,CARLA,4,1,5.098894859661179,0.9659128777860011,0.95,0.0,0.95,0.9482910823617783,0.9875110254597566,95,0,1.0,0.9999999975600479,0.0,0.9174751762116908,1.0,0.0,5,95,99,4
full_nl_seed2,lstm,CARLA,5,1,6.410111130287924,1.176071959375909,0.95,0.0,0.95,1.2280640896921606,0.9279543963230577,95,0,1.0,0.99999999722697,0.0,0.8954160078402571,1.0,0.0,5,95,99,4
full_nl_seed2,lstm,CARLA,6,1,6.009402675601863,1.1576688464126135,0.95,0.0,0.95,1.0180904050424446,0.9794080971675457,95,0,1.0,0.9999999986472274,0.0,0.8947879053333128,1.0,0.0,5,95,99,4
full_nl_seed2,lstm,CARLA,7,1,6.0431497883058345,1.131366818299693,0.951,0.0,0.95,1.0835317327950857,0.9732569967178549,95,0,1.0,0.9999999973423874,0.0,0.8990274283114313,1.0,0.0,5,95,99,4
full_nl_seed2,lstm,CARLA,8,1,5.529705897636249,1.1153211087327637,0.95,0.0,0.95,1.0529894106149589,0.9400451235873933,95,0,1.0,0.9999999978779239,0.0,0.921049510504291,1.0,0.0,5,95,99,4
full_nl_seed2,lstm,CARLA,9,1,6.071500893349242,1.0663201614335265,0.95,0.0,0.95,1.0120040466630578,0.9710094860144137,95,0,1.0,0.9999999968683155,0.0,0.8944908358836092,1.0,0.0,5,95,99,4
full_nl_seed2,lstm,PearlCARLA,0,1,14.792274106797136,3.429907427522151,0.95,0.0,0.95,0.9190156435718336,0.9488825639710086,95,0,0.0,0.9322784170532663,1.0,0.9999999890995925,0.0,1.0,5,95,99,4
full_nl_seed2,lstm,PearlCARLA,1,0,6.474061001000253,1.5629008568590872,0.95,0.0,0.95,0.9400686556793297,0.971764230393611,95,0,0.0,0.8773982607727598,1.0,0.999999992663682,0.0,0.0,5,95,99,4
full_nl_seed2,lstm,PearlCARLA,2,1,2.0478616684000834,0.5411674702019227,0.953,0.0,0.95,1.006702979145523,0.9893984596603346,95,0,0.0,0.9267361664863094,1.0,0.9999999947712374,0.0,1.0,5,95,99,4
full_nl_seed2,lstm,PearlCARLA,3,1,14.33724853640112,3.3139669911768683,0.95,0.0,0.95,0.8550866699496972,0.9459508766016163,95,0,0.0,0.9203592367773958,1.0,0.9999999879632694,0.0,1.0,5,95,99,4
full_nl_seed2,lstm,PearlCARLA,4,1,25.541271342644016,5.84446740841124,0.95,0.0,0.95,0.8017941302337548,0.8849932088495737,95,0,0.0,0.9174900044995647,1.0,0.9999999855318278,0.0,1.0,5,95,99,4
full_nl_seed2,lstm,PearlCARLA,5,0,6.702989027269493,1.3264056378196643,0.95,0.0,0.95,0.6943348409160314,0.9979845672964164,95,0,0.0,0.8954156576142066,1.0,0.9999999907802134,0.0,0.0,5,95,99,4
full_nl_seed2,lstm,PearlCARLA,6,1,6.880284679189425,1.731354798646879,0.95,0.0,0.95,0.9685907047478919,0.9469883553982207,95,0,0.0,0.894780458644292,1.0,0.9999999915270973,0.0,1.0,5,95,99,4
full_nl_seed2,lstm,PearlCARLA,7,1,30.71179244965979,7.099199738519997,0.95,0.0,0.95,0.7701820213152026,0.8397043122478872,95,0,0.0,0.8990063748732007,1.0,0.9999999776705827,0.0,1.0,5,95,99,4
full_nl_seed2,lstm,PearlCARLA,8,1,13.131293925223487,3.0406566314593215,0.95,0.0,0.95,0.911361891957709,0.9752639808633401,95,0,0.0,0.9210403574454129,1.0,0.9999999888700029,0.0,1.0,5,95,99,4
full_nl_seed2,lstm,PearlCARLA,9,1,18.578215083592575,4.14273030113962,0.95,0.0,0.95,0.8551476333021055,0.9132335671736438,95,0,0.0,0.8945063695951451,1.0,0.9999999844565409,0.0,1.0,5,95,99,4
full_nl_seed2,lstm,CARLA,0,0,12.688614677522507,1.7280029076478374,0.901,0.0,0.9,1.0602729572819554,0.8888990070091183,90,0,1.0,0.9999999986838458,0.0,0.8868437719048253,0.0,0.0,10,90,99,9
full_nl_seed2,lstm,CARLA,1,0,12.454782834539614,1.6345245181263262,0.9,0.0,0.9,0.9862652140428544,0.9082187254819147,90,0,1.0,0.9999999986495989,0.0,0.8927125325473326,0.0,0.0,10,90,99,9
full_nl_seed2,lstm,CARLA,2,0,9.273346809722458,1.2214761030821635,0.901,0.0,0.9,1.0157030072330604,0.9177594518838772,90,0,1.0,0.9999999984623812,0.0,0.9156178602928,0.0,0.0,10,90,99,9
full_nl_seed2,lstm,CARLA,3,0,12.587850614147307,1.637406897630786,0.9,0.0,0.9,0.8286905547691951,0.9157309550839456,90,0,1.0,0.999999997898491,0.0,0.8916829616443526,0.0,0.0,10,90,99,9
full_nl_seed2,lstm,CARLA,4,0,10.345807621450204,1.4526188837729377,0.902,0.0,0.9,0.8031092836400813,0.9535078980890646,90,0,1.0,0.9999999980534278,0.0,0.9107002271882502,0.0,0.0,10,90,99,9
full_nl_seed2,lstm,CARLA,5,0,11.572403504414115,1.5041329592899775,0.9,0.0,0.9,1.0625276181977072,0.8821651297254021,90,0,1.0,0.9999999973703015,0.0,0.8965271188019512,0.0,0.0,10,90,99,9
full_nl_seed2,lstm,CARLA,6,0,12.205748356873926,1.6318125134556927,0.902,0.0,0.9,0.9662673471966452,0.9279085567137405,90,0,1.0,0.9999999962860212,0.0,0.8944627124479115,0.0,0.0,10,90,99,9
full_nl_seed2,lstm,CARLA,7,0,12.268313913269354,1.600172301834031,0.9,0.0,0.9,1.1096517359074556,0.9667046632145602,90,0,1.0,0.9999999979670251,0.0,0.8898327434228847,0.0,0.0,10,90,99,9
full_nl_seed2,lstm,CARLA,8,0,11.551286428208133,1.5404890821442794,0.9,0.0,0.9,0.9474612472468169,0.8936588932638645,90,0,1.0,0.9999999972755919,0.0,0.9044208707826609,0.0,0.0,10,90,99,9
full_nl_seed2,lstm,CARLA,9,0,15.41379904612704,2.0770811992256433,0.9,0.0,0.9,0.7759887847993739,0.9197039100941041,90,0,1.0,0.9999999984614073,0.0,0.8724931287828647,0.0,0.0,10,90,99,9
full_nl_seed2,lstm,PearlCARLA,0,0,9.790912651376592,2.1383543126607467,0.908,0.0,0.9,0.7837432429460881,0.9934782651266013,90,0,0.0,0.8868339603102802,1.0,0.9999999936224381,0.0,0.0,10,90,99,9
full_nl_seed2,lstm,PearlCARLA,1,0,6.642597520727646,1.5384878772662123,0.904,0.0,0.9,0.8802153398160752,0.9763824086452757,90,0,0.0,0.8927118794689654,1.0,0.999999993021467,0.0,0.0,10,90,99,9
full_nl_seed2,lstm,PearlCARLA,2,1,9.641997027396808,2.0194530924482197,0.907,0.0,0.9,0.7030638897672596,0.984812271147951,90,0,0.0,0.9156213776081769,1.0,0.9999999902988107,0.0,1.0,10,90,99,9
