benchmark,classifier,method,instance,validity,proximity_l1,proximity_l2,sparsity,sparsity_channels,sparsity_timepoints,trsi,scm_noise_plausibility,intervention_t,vacuous,cf_faith_rollout_hard,cf_faith_rollout_soft,cf_faith_pearl_hard,cf_faith_pearl_soft,cf_faith_rollout_hard_valid,cf_faith_pearl_hard_valid,horizon,t0,t_label,label_horizon
smoke_spring_seed0,lstm,CARLA,0,0,6.8425485004174496,1.2962694139392852,0.8333333333333334,0.0,0.8333333333333334,0.7025046004286156,0.8629037639534481,25,0,1.0,0.9999997704389617,0.0,0.881773183832876,0.0,0.0,5,25,29,4
smoke_spring_seed0,lstm,CARLA,1,0,8.945907100557713,1.6369031365784164,0.8333333333333334,0.0,0.8333333333333334,0.6814928785286353,0.9064602682242165,25,0,1.0,0.999999932401812,0.0,0.8857009462690009,0.0,0.0,5,25,29,4
smoke_spring_seed0,lstm,CARLA,2,0,8.412000340937961,1.5999459522867652,0.8366666666666667,0.0,0.8333333333333334,0.5289508150997929,0.9111580252516173,25,0,1.0,0.9999997840619216,0.0,0.8466857469225268,0.0,0.0,5,25,29,4
smoke_spring_seed0,lstm,CARLA,3,0,6.570572373211604,1.501950271619321,0.8366666666666667,0.0,0.8333333333333334,0.5196493455573848,0.9437829780126242,25,0,1.0,0.9999999079362195,0.0,0.8728172926552497,0.0,0.0,5,25,29,4
smoke_spring_seed0,lstm,CARLA,4,0,6.129817299377766,1.2323568088938932,0.84,0.0,0.8333333333333334,0.6171483704403535,0.8833890328553534,25,0,1.0,0.9999998928163301,0.0,0.9247249761915627,0.0,0.0,5,25,29,4
smoke_spring_seed0,lstm,CARLA,5,0,4.490257579669604,1.0975034864104454,0.84,0.0,0.8333333333333334,0.7264399806913275,0.849895237000575,25,0,1.0,0.9999998104614385,0.0,0.9169730042291251,0.0,0.0,5,25,29,4
smoke_spring_seed0,lstm,CARLA,6,0,5.203449025442183,1.0880008907931178,0.8333333333333334,0.0,0.8333333333333334,0.8158073962520751,0.8829779669570639,25,0,1.0,0.9999998444603657,0.0,0.9030861895468393,0.0,0.0,5,25,29,4
smoke_spring_seed0,lstm,CARLA,7,0,6.512779506874381,1.3302631605865982,0.8433333333333334,0.0,0.8333333333333334,0.6662876463063908,0.9043621137093178,25,0,1.0,0.9999996166176797,0.0,0.8775665212762352,0.0,0.0,5,25,29,4
smoke_spring_seed0,lstm,CARLA,8,0,9.4187562611951,2.3388579366051214,0.8333333333333334,0.0,0.8333333333333334,0.48812539632127766,0.8324442645018274,25,0,1.0,0.9999998625926946,0.0,0.8657647556690556,0.0,0.0,5,25,29,4
smoke_spring_seed0,lstm,CARLA,9,0,6.267328342395042,1.1723283420719226,0.8366666666666667,0.0,0.8333333333333334,0.630591918345466,0.8273533383882571,25,0,1.0,0.9999996715527729,0.0,0.8940545535000041,0.0,0.0,5,25,29,4
smoke_spring_seed0,lstm,CARLA,10,0,7.182487888038461,1.3843604661246292,0.8366666666666667,0.0,0.8333333333333334,0.6147579795138456,0.8529880260300848,25,0,1.0,0.9999998601708404,0.0,0.8737478823342768,0.0,0.0,5,25,29,4
smoke_spring_seed0,lstm,CARLA,11,0,11.45824843932537,2.2596582607536306,0.8333333333333334,0.0,0.8333333333333334,0.5203382044010083,0.9587704126290009,25,0,1.0,0.9999999518816984,0.0,0.8612478217705251,0.0,0.0,5,25,29,4
smoke_spring_seed0,lstm,CARLA,12,0,7.4638839858457775,1.4773701968346962,0.8333333333333334,0.0,0.8333333333333334,0.6497244201674943,0.9401456326326991,25,0,1.0,0.9999999493900383,0.0,0.8939952505344873,0.0,0.0,5,25,29,4
smoke_spring_seed0,lstm,CARLA,13,0,7.776445625005358,1.5364944482126464,0.8333333333333334,0.0,0.8333333333333334,0.6333723594461441,0.919508950957944,25,0,1.0,0.9999998674197906,0.0,0.8575530707281589,0.0,0.0,5,25,29,4
smoke_spring_seed0,lstm,CARLA,14,0,6.32531725027138,1.2918711088850885,0.84,0.0,0.8333333333333334,0.6877376827125045,0.8103163128266355,25,0,1.0,0.9999998256064242,0.0,0.8814796423796559,0.0,0.0,5,25,29,4
smoke_spring_seed0,lstm,CARLA,15,0,6.01836753582566,1.173001945198558,0.84,0.0,0.8333333333333334,0.8389161594912617,0.89778620390258,25,0,1.0,0.999999695239047,0.0,0.8880503763743375,0.0,0.0,5,25,29,4
