benchmark,classifier,method,instance,validity,proximity_l1,proximity_l2,sparsity,sparsity_channels,sparsity_timepoints,trsi,scm_noise_plausibility,intervention_t,vacuous,cf_faith_rollout_hard,cf_faith_rollout_soft,cf_faith_pearl_hard,cf_faith_pearl_soft,cf_faith_rollout_hard_valid,cf_faith_pearl_hard_valid
smoke_seed4,lstm,CARLA,0,1,10.313956824782288,1.3376122127111245,0.26666666666666666,0.0,0.26666666666666666,1.5087249757357755,0.20818966934880337,8,0,1.0,0.9999999999794627,0.0,0.9122009084750918,1.0,0.0
smoke_seed4,lstm,CARLA,1,1,6.671386159284326,1.0639416984174237,0.5133333333333333,0.0,0.5,1.372772913509627,0.510992211441944,15,0,1.0,0.9999999999962491,0.0,0.916531563948757,1.0,0.0
smoke_seed4,lstm,CARLA,2,1,9.07577279438821,1.5967981613805677,0.5066666666666667,0.0,0.5,1.535786663249722,0.5693579739155865,15,0,1.0,0.9999999999789523,0.0,0.8915393699337881,1.0,0.0
smoke_seed4,lstm,CARLA,3,1,6.062398051448751,0.9636854396881618,0.52,0.0,0.5,1.5532047019247923,0.6294330654165203,15,0,1.0,0.999999999942461,0.0,0.928340520864612,1.0,0.0
smoke_seed4,lstm,CARLA,4,1,12.074187460480916,1.544743248030391,0.2733333333333333,0.0,0.26666666666666666,1.4555226679835949,0.2902528371146799,8,0,1.0,0.9999999999772392,0.0,0.8964906757727177,1.0,0.0
smoke_seed4,lstm,CARLA,5,1,10.871158556784588,1.427047351059566,0.28,0.0,0.26666666666666666,1.4301362229860601,0.3133425727257369,8,0,1.0,0.9999999999925784,0.0,0.9065511408401014,1.0,0.0
smoke_seed4,lstm,CARLA,6,1,11.992729759846853,1.5350706462502566,0.26666666666666666,0.0,0.26666666666666666,1.5415241916952296,0.24512642418239436,8,0,1.0,0.9999999999923409,0.0,0.8976138723464383,1.0,0.0
smoke_seed4,lstm,CARLA,7,1,10.868378948224986,1.4749872385772362,0.2733333333333333,0.0,0.26666666666666666,1.4509906557301684,0.20002461699864776,8,0,1.0,0.9999999999849587,0.0,0.9065334925846708,1.0,0.0
smoke_seed4,lstm,CARLA,8,1,7.275294269893129,1.2356881920001768,0.5066666666666667,0.0,0.5,1.4017892633636408,0.5937765938620144,15,0,1.0,0.9999999999902414,0.0,0.9103358379831155,1.0,0.0
smoke_seed4,lstm,CARLA,9,1,8.563842231450236,1.3470984689223555,0.5,0.0,0.5,1.5092087999359245,0.47067458375175314,15,0,1.0,0.999999999963449,0.0,0.8985808052906686,1.0,0.0
smoke_seed4,lstm,CARLA,10,1,6.921903189377746,1.1696178977560008,0.5066666666666667,0.0,0.5,1.4002385630202914,0.460985962009361,15,0,1.0,0.9999999999645658,0.0,0.9158041711032076,1.0,0.0
smoke_seed4,lstm,CARLA,11,1,13.49130477327962,1.6782600984219929,0.2733333333333333,0.0,0.26666666666666666,1.5234081568831142,0.26066215306373774,8,0,1.0,0.9999999999487279,0.0,0.8858613889611782,1.0,0.0
smoke_seed4,lstm,CARLA,12,1,10.140016364922268,1.4155688711893513,0.26666666666666666,0.0,0.26666666666666666,1.5010885012889201,0.22100118680233177,8,0,1.0,0.9999999999935493,0.0,0.9124405322895578,1.0,0.0
smoke_seed4,lstm,CARLA,13,1,10.975081458959211,1.4596135860722215,0.28,0.0,0.26666666666666666,1.4030710315619357,0.32113040169530266,8,0,1.0,0.9999999999849069,0.0,0.9062855706009808,1.0,0.0
