benchmark,classifier,method,instance,validity,proximity_l1,proximity_l2,sparsity,sparsity_channels,sparsity_timepoints,trsi,intervention_t,vacuous,cf_faith_rollout_hard,cf_faith_rollout_soft,cf_faith_pearl_hard,cf_faith_pearl_soft,cf_faith_rollout_hard_valid,cf_faith_pearl_hard_valid,horizon,t0,t_label,label_horizon
full_seed0,lstm,CARLA,0,1,8.112501698025541,1.6766698546680772,0.954,0.0,0.95,1.2424096178007715,95,0,1.0,0.9999999984279623,0.0,0.8992520968512728,1.0,0.0,5,95,99,4
full_seed0,lstm,CARLA,1,1,9.713377803064269,2.037939655364003,0.953,0.0,0.95,1.436124877066934,95,0,1.0,0.9999999960918399,0.0,0.8412529778423388,1.0,0.0,5,95,99,4
full_seed0,lstm,CARLA,2,1,6.3528948366292735,1.401898352129531,0.958,0.0,0.95,0.960867205682077,95,0,1.0,0.999999995484946,0.0,0.8795459738549906,1.0,0.0,5,95,99,4
full_seed0,lstm,CARLA,3,1,5.283129531555698,1.2841395597807048,0.954,0.0,0.95,1.1064204557322597,95,0,1.0,0.9999999972568453,0.0,0.9241678218324004,1.0,0.0,5,95,99,4
full_seed0,lstm,CARLA,4,1,5.203106450244322,1.0669561522743514,0.953,0.0,0.95,1.2602423269762586,95,0,1.0,0.9999999942520685,0.0,0.9259128523312887,1.0,0.0,5,95,99,4
full_seed0,lstm,CARLA,5,1,13.292076410490552,3.002068131150851,0.953,0.0,0.95,1.2024337793193511,95,0,1.0,0.9999999955505686,0.0,0.8466093065382667,1.0,0.0,5,95,99,4
full_seed0,lstm,CARLA,6,1,9.13311286426748,1.7776678484001975,0.954,0.0,0.95,1.2347983408269592,95,0,1.0,0.9999999939023839,0.0,0.897358632638514,1.0,0.0,5,95,99,4
full_seed0,lstm,CARLA,7,1,7.200140258094314,1.3506771341092303,0.954,0.0,0.95,1.4075607607673573,95,0,1.0,0.9999999906245512,0.0,0.8883746596903618,1.0,0.0,5,95,99,4
full_seed0,lstm,CARLA,8,1,18.507261399751158,3.8761196781453173,0.954,0.0,0.95,1.0564148809859575,95,0,1.0,0.9999999907996282,0.0,0.8769595870366709,1.0,0.0,5,95,99,4
full_seed0,lstm,CARLA,9,1,8.771510953767372,1.6697278797376065,0.953,0.0,0.95,1.2050235064854649,95,0,1.0,0.9999999866194355,0.0,0.8415504444659515,1.0,0.0,5,95,99,4
full_seed0,lstm,CARLA,10,1,10.325354272643379,2.1021304160727374,0.954,0.0,0.95,1.265082098089631,95,0,1.0,0.9999999965194215,0.0,0.8636029393318951,1.0,0.0,5,95,99,4
full_seed0,lstm,CARLA,11,1,10.635388783853374,2.204455791215186,0.954,0.0,0.95,1.1224962930363607,95,0,1.0,0.9999999928534733,0.0,0.831509107801583,1.0,0.0,5,95,99,4
full_seed0,lstm,CARLA,12,1,6.49993043437627,1.5685751383411415,0.956,0.0,0.95,1.1522961955882542,95,0,1.0,0.9999999967502422,0.0,0.8838502306790218,1.0,0.0,5,95,99,4
full_seed0,lstm,CARLA,13,1,3.6658709940292233,0.7355803684360686,0.954,0.0,0.95,1.276515338926486,95,0,1.0,0.999999996720092,0.0,0.9166267866176606,1.0,0.0,5,95,99,4
