config,mode,method,n_seeds,A_model_proposed,A_model_proposed_lo,A_model_proposed_hi,B_model_oracle,B_model_oracle_lo,B_model_oracle_hi,C_world_oracle,C_world_oracle_lo,C_world_oracle_hi,delta_total,delta_total_lo,delta_total_hi,delta_trajectory,delta_trajectory_lo,delta_trajectory_hi,delta_outcome,delta_outcome_lo,delta_outcome_hi,do_complexity_mean,do_complexity_mean_lo,do_complexity_mean_hi
full_spring,single_slice,CftsCOMTE,1,1.0,1.0,1.0,0.03,0.03,0.03,0.03,0.03,0.03,0.97,0.97,0.97,0.97,0.97,0.97,0.0,0.0,0.0,100.0,100.0,100.0
full_spring,single_slice,CftsCels,1,0.31,0.31,0.31,0.0,0.0,0.0,0.01,0.01,0.01,0.3,0.3,0.3,0.31,0.31,0.31,-0.01,-0.01,-0.01,55.26,55.26,55.26
full_spring,single_slice,CftsConfeti,1,1.0,1.0,1.0,0.3125,0.3125,0.3125,0.296875,0.296875,0.296875,0.703125,0.703125,0.703125,0.6875,0.6875,0.6875,0.015625,0.015625,0.015625,100.0,100.0,100.0
full_spring,single_slice,CftsWachter,1,0.63,0.63,0.63,0.38,0.38,0.38,0.38,0.38,0.38,0.25,0.25,0.25,0.25,0.25,0.25,0.0,0.0,0.0,100.0,100.0,100.0
full_spring,single_slice,NoiselessSCMRecourse,1,1.0,1.0,1.0,0.49,0.49,0.49,0.48,0.48,0.48,0.52,0.52,0.52,0.51,0.51,0.51,0.010000000000000009,0.010000000000000009,0.010000000000000009,73.0,73.0,73.0
full_spring,single_slice,PearlSCMRecourse,1,1.0,1.0,1.0,1.0,1.0,1.0,0.98,0.98,0.98,0.020000000000000018,0.020000000000000018,0.020000000000000018,0.0,0.0,0.0,0.020000000000000018,0.020000000000000018,0.020000000000000018,1.0,1.0,1.0
full_spring,single_slice,TSCausal,1,0.05,0.05,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.010000000000000002,0.010000000000000002,0.010000000000000002,0.010000000000000002,0.010000000000000002,0.010000000000000002,0.0,0.0,0.0,100.0,100.0,100.0
