dataset,classifier,method,metric,value
full_nl,lstm,CftsConfeti,do_complexity_mean_pearl_scorable,100.0
full_nl,lstm,CftsConfeti,do_complexity_median,100.0
full_nl,lstm,CftsConfeti,do_complexity_stability,1.0
full_nl,lstm,CftsConfeti,frac_degenerate,0.12
full_nl,lstm,CftsConfeti,frac_no_do_schedule,0.12
full_nl,lstm,CftsConfeti,frac_vacuous,0.12
full_nl,lstm,CftsConfeti,n,100.0
full_nl,lstm,CftsConfeti,n_cf_faith_scorable,88.0
full_nl,lstm,CftsConfeti,n_do_scorable,88.0
full_nl,lstm,CftsConfeti,ood,-0.07375907289166958
full_nl,lstm,CftsConfeti,pns_PS_A_model_proposed,1.0
full_nl,lstm,CftsConfeti,pns_PS_B_model_oracle,0.19318181818181818
full_nl,lstm,CftsConfeti,pns_PS_C_world_oracle,0.19318181818181818
full_nl,lstm,CftsConfeti,pns_PS_delta_outcome,0.0
full_nl,lstm,CftsConfeti,pns_PS_delta_total,0.8068181818181819
full_nl,lstm,CftsConfeti,pns_PS_delta_trajectory,0.8068181818181819
full_nl,lstm,CftsConfeti,pns_PS_do_complexity_mean,100.0
full_nl,lstm,CftsConfeti,pns_PS_do_complexity_median,100.0
full_nl,lstm,CftsConfeti,pns_PS_frac_no_intervention,0.12
full_nl,lstm,CftsConfeti,pns_PS_n,100.0
full_nl,lstm,CftsConfeti,pns_PS_n_scorable,88.0
full_nl,lstm,CftsConfeti,proximity_l1,637.356425768402
full_nl,lstm,CftsConfeti,proximity_l2,35.540277791401365
full_nl,lstm,CftsConfeti,scm_noise_plausibility,0.19816635655468512
full_nl,lstm,CftsConfeti,shift_vr,0.8636363636363636
full_nl,lstm,CftsConfeti,sparsity,0.5601400000000001
full_nl,lstm,CftsConfeti,sparsity_channels,0.12
full_nl,lstm,CftsConfeti,sparsity_timepoints,0.12119999999999999
full_nl,lstm,CftsConfeti,trsi,1.402646602325787
full_nl,lstm,CftsConfeti,validity,0.88
full_nl,lstm,CftsConfeti,validity_base,0.88
full_nl,lstm,CftsConfeti,validity_shift,0.76
full_nl,lstm,CftsWachter,cf_faith_pearl_hard,0.0
full_nl,lstm,CftsWachter,cf_faith_pearl_hard_given_valid,0.0
full_nl,lstm,CftsWachter,cf_faith_pearl_hard_valid,0.0
full_nl,lstm,CftsWachter,cf_faith_pearl_soft,0.7055278702274683
full_nl,lstm,CftsWachter,cf_faith_rollout_hard,0.0
full_nl,lstm,CftsWachter,cf_faith_rollout_hard_given_valid,0.0
full_nl,lstm,CftsWachter,cf_faith_rollout_hard_valid,0.0
full_nl,lstm,CftsWachter,cf_faith_rollout_soft,0.7274948440811845
full_nl,lstm,CftsWachter,do_complexity_mean,99.96
full_nl,lstm,CftsWachter,do_complexity_mean_all,99.96
full_nl,lstm,CftsWachter,do_complexity_mean_pearl_scorable,99.96
full_nl,lstm,CftsWachter,do_complexity_median,100.0
full_nl,lstm,CftsWachter,do_complexity_stability,1.0753024407669611
full_nl,lstm,CftsWachter,frac_degenerate,0.0
full_nl,lstm,CftsWachter,frac_no_do_schedule,0.0
full_nl,lstm,CftsWachter,frac_vacuous,0.0
full_nl,lstm,CftsWachter,n,100.0
full_nl,lstm,CftsWachter,n_cf_faith_scorable,100.0
full_nl,lstm,CftsWachter,n_do_scorable,100.0
full_nl,lstm,CftsWachter,ood,-0.007389908903657971
full_nl,lstm,CftsWachter,pns_PS_A_model_proposed,1.0
full_nl,lstm,CftsWachter,pns_PS_B_model_oracle,0.43
full_nl,lstm,CftsWachter,pns_PS_C_world_oracle,0.43
full_nl,lstm,CftsWachter,pns_PS_delta_outcome,0.0
full_nl,lstm,CftsWachter,pns_PS_delta_total,0.5700000000000001
full_nl,lstm,CftsWachter,pns_PS_delta_trajectory,0.5700000000000001
full_nl,lstm,CftsWachter,pns_PS_do_complexity_mean,99.96
full_nl,lstm,CftsWachter,pns_PS_do_complexity_median,100.0
full_nl,lstm,CftsWachter,pns_PS_frac_no_intervention,0.0
full_nl,lstm,CftsWachter,pns_PS_n,100.0
full_nl,lstm,CftsWachter,pns_PS_n_scorable,100.0
full_nl,lstm,CftsWachter,proximity_l1,1299.3551032761084
full_nl,lstm,CftsWachter,proximity_l2,50.18964139824193
full_nl,lstm,CftsWachter,scm_noise_plausibility,0.6323175085899468
full_nl,lstm,CftsWachter,shift_vr,1.0
full_nl,lstm,CftsWachter,sparsity,0.08275
full_nl,lstm,CftsWachter,sparsity_channels,0.0
full_nl,lstm,CftsWachter,sparsity_timepoints,0.0011
full_nl,lstm,CftsWachter,trsi,1.1889503361272997
full_nl,lstm,CftsWachter,validity,1.0
full_nl,lstm,CftsWachter,validity_base,1.0
full_nl,lstm,CftsWachter,validity_shift,1.0
full_nl,lstm,NoiselessSCMRecourse,cf_faith_pearl_hard,0.0
full_nl,lstm,NoiselessSCMRecourse,cf_faith_pearl_hard_given_valid,0.0
full_nl,lstm,NoiselessSCMRecourse,cf_faith_pearl_hard_valid,0.0
full_nl,lstm,NoiselessSCMRecourse,cf_faith_pearl_soft,0.7454591122395808
full_nl,lstm,NoiselessSCMRecourse,cf_faith_rollout_hard,1.0
full_nl,lstm,NoiselessSCMRecourse,cf_faith_rollout_hard_given_valid,1.0
full_nl,lstm,NoiselessSCMRecourse,cf_faith_rollout_hard_valid,0.49
full_nl,lstm,NoiselessSCMRecourse,cf_faith_rollout_soft,0.9999999092340695
full_nl,lstm,NoiselessSCMRecourse,do_complexity_mean,59.68
full_nl,lstm,NoiselessSCMRecourse,do_complexity_mean_all,59.68
full_nl,lstm,NoiselessSCMRecourse,do_complexity_mean_pearl_scorable,59.68
full_nl,lstm,NoiselessSCMRecourse,do_complexity_median,50.0
full_nl,lstm,NoiselessSCMRecourse,do_complexity_stability,1.0
full_nl,lstm,NoiselessSCMRecourse,frac_degenerate,0.0
full_nl,lstm,NoiselessSCMRecourse,frac_no_do_schedule,0.0
full_nl,lstm,NoiselessSCMRecourse,frac_vacuous,0.07
full_nl,lstm,NoiselessSCMRecourse,n,100.0
full_nl,lstm,NoiselessSCMRecourse,n_cf_faith_scorable,100.0
full_nl,lstm,NoiselessSCMRecourse,n_do_scorable,100.0
full_nl,lstm,NoiselessSCMRecourse,ood,-0.02242465336120759
full_nl,lstm,NoiselessSCMRecourse,pns_PS_A_model_proposed,0.49
full_nl,lstm,NoiselessSCMRecourse,pns_PS_B_model_oracle,0.35
full_nl,lstm,NoiselessSCMRecourse,pns_PS_C_world_oracle,0.35
full_nl,lstm,NoiselessSCMRecourse,pns_PS_delta_outcome,0.0
full_nl,lstm,NoiselessSCMRecourse,pns_PS_delta_total,0.14
full_nl,lstm,NoiselessSCMRecourse,pns_PS_delta_trajectory,0.14
full_nl,lstm,NoiselessSCMRecourse,pns_PS_do_complexity_mean,59.68
full_nl,lstm,NoiselessSCMRecourse,pns_PS_do_complexity_median,50.0
full_nl,lstm,NoiselessSCMRecourse,pns_PS_frac_no_intervention,0.0
full_nl,lstm,NoiselessSCMRecourse,pns_PS_n,100.0
full_nl,lstm,NoiselessSCMRecourse,pns_PS_n_scorable,100.0
full_nl,lstm,NoiselessSCMRecourse,proximity_l1,735.4423714213838
full_nl,lstm,NoiselessSCMRecourse,proximity_l2,37.9186855849734
full_nl,lstm,NoiselessSCMRecourse,scm_noise_plausibility,0.4761087629163161
full_nl,lstm,NoiselessSCMRecourse,shift_vr,0.8163265306122449
full_nl,lstm,NoiselessSCMRecourse,sparsity,0.40391999999999995
full_nl,lstm,NoiselessSCMRecourse,sparsity_channels,0.0
full_nl,lstm,NoiselessSCMRecourse,sparsity_timepoints,0.40319999999999995
full_nl,lstm,NoiselessSCMRecourse,trsi,1.0367288289903247
full_nl,lstm,NoiselessSCMRecourse,validity,0.49
full_nl,lstm,NoiselessSCMRecourse,validity_base,0.49
full_nl,lstm,NoiselessSCMRecourse,validity_shift,0.4
full_nl,lstm,PearlSCMRecourse,cf_faith_pearl_hard,1.0
full_nl,lstm,PearlSCMRecourse,cf_faith_pearl_hard_given_valid,1.0
full_nl,lstm,PearlSCMRecourse,cf_faith_pearl_hard_valid,0.58
full_nl,lstm,PearlSCMRecourse,cf_faith_pearl_soft,0.9999998697521791
full_nl,lstm,PearlSCMRecourse,cf_faith_rollout_hard,0.0
full_nl,lstm,PearlSCMRecourse,cf_faith_rollout_hard_given_valid,0.0
full_nl,lstm,PearlSCMRecourse,cf_faith_rollout_hard_valid,0.0
full_nl,lstm,PearlSCMRecourse,cf_faith_rollout_soft,0.7275564208740097
full_nl,lstm,PearlSCMRecourse,do_complexity_mean,0.87
full_nl,lstm,PearlSCMRecourse,do_complexity_mean_all,0.87
full_nl,lstm,PearlSCMRecourse,do_complexity_mean_pearl_scorable,1.0
full_nl,lstm,PearlSCMRecourse,do_complexity_median,1.0
full_nl,lstm,PearlSCMRecourse,do_complexity_stability,1.0
full_nl,lstm,PearlSCMRecourse,frac_degenerate,0.13
full_nl,lstm,PearlSCMRecourse,frac_no_do_schedule,0.13
full_nl,lstm,PearlSCMRecourse,frac_vacuous,0.13
full_nl,lstm,PearlSCMRecourse,n,100.0
full_nl,lstm,PearlSCMRecourse,n_cf_faith_scorable,87.0
full_nl,lstm,PearlSCMRecourse,n_do_scorable,87.0
full_nl,lstm,PearlSCMRecourse,ood,-0.03303899442320787
full_nl,lstm,PearlSCMRecourse,pns_PS_A_model_proposed,0.6666666666666666
full_nl,lstm,PearlSCMRecourse,pns_PS_B_model_oracle,0.6666666666666666
full_nl,lstm,PearlSCMRecourse,pns_PS_C_world_oracle,0.6666666666666666
full_nl,lstm,PearlSCMRecourse,pns_PS_delta_outcome,0.0
full_nl,lstm,PearlSCMRecourse,pns_PS_delta_total,0.0
full_nl,lstm,PearlSCMRecourse,pns_PS_delta_trajectory,0.0
full_nl,lstm,PearlSCMRecourse,pns_PS_do_complexity_mean,1.0
full_nl,lstm,PearlSCMRecourse,pns_PS_do_complexity_median,1.0
full_nl,lstm,PearlSCMRecourse,pns_PS_frac_no_intervention,0.13
full_nl,lstm,PearlSCMRecourse,pns_PS_n,100.0
full_nl,lstm,PearlSCMRecourse,pns_PS_n_scorable,87.0
full_nl,lstm,PearlSCMRecourse,proximity_l1,642.6220114582643
full_nl,lstm,PearlSCMRecourse,proximity_l2,34.2708512454153
full_nl,lstm,PearlSCMRecourse,scm_noise_plausibility,0.927397563047034
full_nl,lstm,PearlSCMRecourse,shift_vr,0.7758620689655173
full_nl,lstm,PearlSCMRecourse,sparsity,0.53704
full_nl,lstm,PearlSCMRecourse,sparsity_channels,0.13
full_nl,lstm,PearlSCMRecourse,sparsity_timepoints,0.5337
full_nl,lstm,PearlSCMRecourse,trsi,1.0440119405207873
full_nl,lstm,PearlSCMRecourse,validity,0.58
full_nl,lstm,PearlSCMRecourse,validity_base,0.58
full_nl,lstm,PearlSCMRecourse,validity_shift,0.45
full_nl,lstm,TSCausal,cf_faith_pearl_hard,0.0
full_nl,lstm,TSCausal,cf_faith_pearl_hard_valid,0.0
full_nl,lstm,TSCausal,cf_faith_pearl_soft,0.42065324403047166
full_nl,lstm,TSCausal,cf_faith_rollout_hard,0.0
full_nl,lstm,TSCausal,cf_faith_rollout_hard_valid,0.0
full_nl,lstm,TSCausal,cf_faith_rollout_soft,0.9855502200881944
full_nl,lstm,TSCausal,do_complexity_mean,100.0
full_nl,lstm,TSCausal,do_complexity_mean_all,100.0
full_nl,lstm,TSCausal,do_complexity_mean_pearl_scorable,100.0
full_nl,lstm,TSCausal,do_complexity_median,100.0
full_nl,lstm,TSCausal,do_complexity_stability,1.0
full_nl,lstm,TSCausal,frac_degenerate,0.0
full_nl,lstm,TSCausal,frac_no_do_schedule,0.0
full_nl,lstm,TSCausal,frac_vacuous,0.0
full_nl,lstm,TSCausal,n,100.0
full_nl,lstm,TSCausal,n_cf_faith_scorable,100.0
full_nl,lstm,TSCausal,n_do_scorable,100.0
full_nl,lstm,TSCausal,ood,0.04613951624925052
full_nl,lstm,TSCausal,pns_PS_A_model_proposed,0.0
full_nl,lstm,TSCausal,pns_PS_B_model_oracle,0.36
full_nl,lstm,TSCausal,pns_PS_C_world_oracle,0.36
full_nl,lstm,TSCausal,pns_PS_delta_outcome,0.0
full_nl,lstm,TSCausal,pns_PS_delta_total,-0.36
full_nl,lstm,TSCausal,pns_PS_delta_trajectory,-0.36
full_nl,lstm,TSCausal,pns_PS_do_complexity_mean,100.0
full_nl,lstm,TSCausal,pns_PS_do_complexity_median,100.0
full_nl,lstm,TSCausal,pns_PS_frac_no_intervention,0.0
full_nl,lstm,TSCausal,pns_PS_n,100.0
full_nl,lstm,TSCausal,pns_PS_n_scorable,100.0
full_nl,lstm,TSCausal,proximity_l1,183.84493793246557
full_nl,lstm,TSCausal,proximity_l2,10.656371635628089
full_nl,lstm,TSCausal,scm_noise_plausibility,0.0029563638281377906
full_nl,lstm,TSCausal,sparsity,0.00617
full_nl,lstm,TSCausal,sparsity_channels,0.0
full_nl,lstm,TSCausal,sparsity_timepoints,0.0
full_nl,lstm,TSCausal,trsi,1.133324993070006
full_nl,lstm,TSCausal,validity,0.0
full_nl,lstm,TSCausal,validity_base,0.0
full_nl,lstm,TSCausal,validity_shift,0.0
full_nl,lstm,__dataset__,axis_a_LagAcc,1.0
full_nl,lstm,__dataset__,axis_a_LagF1,1.0
full_nl,lstm,__dataset__,axis_a_ResidualDep,0.0022212846554196084
full_nl,lstm,__dataset__,axis_a_SHD,0.0
full_nl,oracle,OracleCF-Pearl,cf_faith_pearl_hard,1.0
full_nl,oracle,OracleCF-Pearl,cf_faith_pearl_hard_given_valid,1.0
full_nl,oracle,OracleCF-Pearl,cf_faith_pearl_hard_valid,0.43
full_nl,oracle,OracleCF-Pearl,cf_faith_pearl_soft,0.999999970981455
full_nl,oracle,OracleCF-Pearl,cf_faith_rollout_hard,0.0
full_nl,oracle,OracleCF-Pearl,cf_faith_rollout_hard_given_valid,0.0
full_nl,oracle,OracleCF-Pearl,cf_faith_rollout_hard_valid,0.0
full_nl,oracle,OracleCF-Pearl,cf_faith_rollout_soft,0.8699344435560034
full_nl,oracle,OracleCF-Pearl,do_complexity_mean,1.0
full_nl,oracle,OracleCF-Pearl,do_complexity_mean_all,1.0
full_nl,oracle,OracleCF-Pearl,do_complexity_mean_pearl_scorable,1.0
full_nl,oracle,OracleCF-Pearl,do_complexity_median,1.0
full_nl,oracle,OracleCF-Pearl,do_complexity_stability,1.0
full_nl,oracle,OracleCF-Pearl,frac_degenerate,0.0
full_nl,oracle,OracleCF-Pearl,frac_no_do_schedule,0.0
full_nl,oracle,OracleCF-Pearl,frac_vacuous,0.0
full_nl,oracle,OracleCF-Pearl,n,100.0
full_nl,oracle,OracleCF-Pearl,n_cf_faith_scorable,100.0
full_nl,oracle,OracleCF-Pearl,n_do_scorable,100.0
full_nl,oracle,OracleCF-Pearl,ood,0.019657697596897738
full_nl,oracle,OracleCF-Pearl,proximity_l1,24.734855463976817
full_nl,oracle,OracleCF-Pearl,proximity_l2,3.255885705622004
full_nl,oracle,OracleCF-Pearl,scm_noise_plausibility,0.9741070441416518
full_nl,oracle,OracleCF-Pearl,sparsity,0.94258
full_nl,oracle,OracleCF-Pearl,sparsity_channels,0.31200000000000006
full_nl,oracle,OracleCF-Pearl,sparsity_timepoints,0.8822
full_nl,oracle,OracleCF-Pearl,trsi,1.371398641059333
full_nl,oracle,OracleCF-Pearl,validity,0.43
full_nl,oracle,OracleCF-Rollout,cf_faith_pearl_hard,0.0
full_nl,oracle,OracleCF-Rollout,cf_faith_pearl_hard_given_valid,0.0
full_nl,oracle,OracleCF-Rollout,cf_faith_pearl_hard_valid,0.0
full_nl,oracle,OracleCF-Rollout,cf_faith_pearl_soft,0.8699344431831442
full_nl,oracle,OracleCF-Rollout,cf_faith_rollout_hard,1.0
full_nl,oracle,OracleCF-Rollout,cf_faith_rollout_hard_given_valid,1.0
full_nl,oracle,OracleCF-Rollout,cf_faith_rollout_hard_valid,0.41
full_nl,oracle,OracleCF-Rollout,cf_faith_rollout_soft,0.9999999710139389
full_nl,oracle,OracleCF-Rollout,do_complexity_mean,50.0
full_nl,oracle,OracleCF-Rollout,do_complexity_mean_all,50.0
full_nl,oracle,OracleCF-Rollout,do_complexity_mean_pearl_scorable,50.0
full_nl,oracle,OracleCF-Rollout,do_complexity_median,50.0
full_nl,oracle,OracleCF-Rollout,do_complexity_stability,1.0
full_nl,oracle,OracleCF-Rollout,frac_degenerate,0.0
full_nl,oracle,OracleCF-Rollout,frac_no_do_schedule,0.0
full_nl,oracle,OracleCF-Rollout,frac_vacuous,0.0
full_nl,oracle,OracleCF-Rollout,n,100.0
full_nl,oracle,OracleCF-Rollout,n_cf_faith_scorable,100.0
full_nl,oracle,OracleCF-Rollout,n_do_scorable,100.0
full_nl,oracle,OracleCF-Rollout,ood,0.03983991238921452
full_nl,oracle,OracleCF-Rollout,proximity_l1,83.92008386435823
full_nl,oracle,OracleCF-Rollout,proximity_l2,5.767875728648469
full_nl,oracle,OracleCF-Rollout,scm_noise_plausibility,0.5203084055983499
full_nl,oracle,OracleCF-Rollout,sparsity,0.51205
full_nl,oracle,OracleCF-Rollout,sparsity_channels,0.0
full_nl,oracle,OracleCF-Rollout,sparsity_timepoints,0.5
full_nl,oracle,OracleCF-Rollout,trsi,1.2269726275328197
full_nl,oracle,OracleCF-Rollout,validity,0.41
full_spring,lstm,CftsCOMTE,cf_faith_pearl_hard,0.0
full_spring,lstm,CftsCOMTE,cf_faith_pearl_hard_given_valid,0.0
full_spring,lstm,CftsCOMTE,cf_faith_pearl_hard_valid,0.0
full_spring,lstm,CftsCOMTE,cf_faith_pearl_soft,0.3553479786039784
full_spring,lstm,CftsCOMTE,cf_faith_rollout_hard,0.0
full_spring,lstm,CftsCOMTE,cf_faith_rollout_hard_given_valid,0.0
full_spring,lstm,CftsCOMTE,cf_faith_rollout_hard_valid,0.0
full_spring,lstm,CftsCOMTE,cf_faith_rollout_soft,0.12185346982007808
full_spring,lstm,CftsCOMTE,do_complexity_mean,100.0
full_spring,lstm,CftsCOMTE,do_complexity_mean_all,100.0
full_spring,lstm,CftsCOMTE,do_complexity_mean_pearl_scorable,100.0
full_spring,lstm,CftsCOMTE,do_complexity_median,100.0
full_spring,lstm,CftsCOMTE,do_complexity_stability,1.0005071119356834
full_spring,lstm,CftsCOMTE,frac_degenerate,0.0
full_spring,lstm,CftsCOMTE,frac_no_do_schedule,0.0
full_spring,lstm,CftsCOMTE,frac_vacuous,0.0
full_spring,lstm,CftsCOMTE,n,100.0
full_spring,lstm,CftsCOMTE,n_cf_faith_scorable,100.0
full_spring,lstm,CftsCOMTE,n_do_scorable,100.0
full_spring,lstm,CftsCOMTE,ood,0.0867138561155749
full_spring,lstm,CftsCOMTE,pns_PS_A_model_proposed,1.0
full_spring,lstm,CftsCOMTE,pns_PS_B_model_oracle,0.03
full_spring,lstm,CftsCOMTE,pns_PS_C_world_oracle,0.03
full_spring,lstm,CftsCOMTE,pns_PS_delta_outcome,0.0
full_spring,lstm,CftsCOMTE,pns_PS_delta_total,0.97
full_spring,lstm,CftsCOMTE,pns_PS_delta_trajectory,0.97
full_spring,lstm,CftsCOMTE,pns_PS_do_complexity_mean,100.0
full_spring,lstm,CftsCOMTE,pns_PS_do_complexity_median,100.0
full_spring,lstm,CftsCOMTE,pns_PS_frac_no_intervention,0.0
full_spring,lstm,CftsCOMTE,pns_PS_n,100.0
full_spring,lstm,CftsCOMTE,pns_PS_n_scorable,100.0
full_spring,lstm,CftsCOMTE,proximity_l1,1729.581609044568
full_spring,lstm,CftsCOMTE,proximity_l2,144.25965290413765
full_spring,lstm,CftsCOMTE,scm_noise_plausibility,0.8199040498492084
full_spring,lstm,CftsCOMTE,shift_vr,1.0
full_spring,lstm,CftsCOMTE,sparsity,0.8100200000000002
full_spring,lstm,CftsCOMTE,sparsity_channels,0.8100000000000002
full_spring,lstm,CftsCOMTE,sparsity_timepoints,0.0001
full_spring,lstm,CftsCOMTE,trsi,0.04485306805640847
full_spring,lstm,CftsCOMTE,validity,1.0
full_spring,lstm,CftsCOMTE,validity_base,1.0
full_spring,lstm,CftsCOMTE,validity_shift,1.0
full_spring,lstm,CftsCels,cf_faith_pearl_hard,0.4
full_spring,lstm,CftsCels,cf_faith_pearl_hard_given_valid,0.0
full_spring,lstm,CftsCels,cf_faith_pearl_hard_valid,0.0
full_spring,lstm,CftsCels,cf_faith_pearl_soft,0.9482127030018142
full_spring,lstm,CftsCels,cf_faith_rollout_hard,0.0
full_spring,lstm,CftsCels,cf_faith_rollout_hard_given_valid,0.0
full_spring,lstm,CftsCels,cf_faith_rollout_hard_valid,0.0
full_spring,lstm,CftsCels,cf_faith_rollout_soft,0.24938820575377535
full_spring,lstm,CftsCels,do_complexity_mean,55.26
full_spring,lstm,CftsCels,do_complexity_mean_all,55.26
full_spring,lstm,CftsCels,do_complexity_mean_pearl_scorable,55.26
full_spring,lstm,CftsCels,do_complexity_median,53.0
full_spring,lstm,CftsCels,do_complexity_stability,16.50666488534855
full_spring,lstm,CftsCels,frac_degenerate,0.0
full_spring,lstm,CftsCels,frac_no_do_schedule,0.0
full_spring,lstm,CftsCels,frac_vacuous,0.0
full_spring,lstm,CftsCels,n,100.0
full_spring,lstm,CftsCels,n_cf_faith_scorable,100.0
full_spring,lstm,CftsCels,n_do_scorable,100.0
full_spring,lstm,CftsCels,ood,0.07974449400368804
full_spring,lstm,CftsCels,pns_PS_A_model_proposed,0.31
full_spring,lstm,CftsCels,pns_PS_B_model_oracle,0.0
full_spring,lstm,CftsCels,pns_PS_C_world_oracle,0.01
full_spring,lstm,CftsCels,pns_PS_delta_outcome,-0.01
full_spring,lstm,CftsCels,pns_PS_delta_total,0.3
full_spring,lstm,CftsCels,pns_PS_delta_trajectory,0.31
full_spring,lstm,CftsCels,pns_PS_do_complexity_mean,55.26
full_spring,lstm,CftsCels,pns_PS_do_complexity_median,53.0
full_spring,lstm,CftsCels,pns_PS_frac_no_intervention,0.0
full_spring,lstm,CftsCels,pns_PS_n,100.0
full_spring,lstm,CftsCels,pns_PS_n_scorable,100.0
full_spring,lstm,CftsCels,proximity_l1,50.61793576759588
full_spring,lstm,CftsCels,proximity_l2,7.943991028807817
full_spring,lstm,CftsCels,scm_noise_plausibility,0.939827508893664
full_spring,lstm,CftsCels,shift_vr,1.0
full_spring,lstm,CftsCels,sparsity,0.8634100000000001
full_spring,lstm,CftsCels,sparsity_channels,0.079
full_spring,lstm,CftsCels,sparsity_timepoints,0.5265000000000001
full_spring,lstm,CftsCels,trsi,1.0413375783586978
full_spring,lstm,CftsCels,validity,0.31
full_spring,lstm,CftsCels,validity_base,0.31
full_spring,lstm,CftsCels,validity_shift,0.31
full_spring,lstm,CftsConfeti,cf_faith_pearl_hard,0.0
full_spring,lstm,CftsConfeti,cf_faith_pearl_hard_given_valid,0.0
full_spring,lstm,CftsConfeti,cf_faith_pearl_hard_valid,0.0
full_spring,lstm,CftsConfeti,cf_faith_pearl_soft,0.009506162186381645
full_spring,lstm,CftsConfeti,cf_faith_rollout_hard,0.0
full_spring,lstm,CftsConfeti,cf_faith_rollout_hard_given_valid,0.0
full_spring,lstm,CftsConfeti,cf_faith_rollout_hard_valid,0.0
full_spring,lstm,CftsConfeti,cf_faith_rollout_soft,0.007171400662873424
full_spring,lstm,CftsConfeti,do_complexity_mean,64.0
full_spring,lstm,CftsConfeti,do_complexity_mean_all,64.0
full_spring,lstm,CftsConfeti,do_complexity_mean_pearl_scorable,100.0
full_spring,lstm,CftsConfeti,do_complexity_median,100.0
full_spring,lstm,CftsConfeti,do_complexity_stability,1.0
full_spring,lstm,CftsConfeti,frac_degenerate,0.36
full_spring,lstm,CftsConfeti,frac_no_do_schedule,0.36
full_spring,lstm,CftsConfeti,frac_vacuous,0.36
full_spring,lstm,CftsConfeti,n,100.0
full_spring,lstm,CftsConfeti,n_cf_faith_scorable,64.0
full_spring,lstm,CftsConfeti,n_do_scorable,64.0
full_spring,lstm,CftsConfeti,ood,0.0727903380307574
full_spring,lstm,CftsConfeti,pns_PS_A_model_proposed,1.0
full_spring,lstm,CftsConfeti,pns_PS_B_model_oracle,0.3125
full_spring,lstm,CftsConfeti,pns_PS_C_world_oracle,0.296875
full_spring,lstm,CftsConfeti,pns_PS_delta_outcome,0.015625
full_spring,lstm,CftsConfeti,pns_PS_delta_total,0.703125
full_spring,lstm,CftsConfeti,pns_PS_delta_trajectory,0.6875
full_spring,lstm,CftsConfeti,pns_PS_do_complexity_mean,100.0
full_spring,lstm,CftsConfeti,pns_PS_do_complexity_median,100.0
full_spring,lstm,CftsConfeti,pns_PS_frac_no_intervention,0.36
full_spring,lstm,CftsConfeti,pns_PS_n,100.0
full_spring,lstm,CftsConfeti,pns_PS_n_scorable,64.0
full_spring,lstm,CftsConfeti,proximity_l1,2200.6718129556793
full_spring,lstm,CftsConfeti,proximity_l2,141.7525329681665
full_spring,lstm,CftsConfeti,scm_noise_plausibility,0.372128870857139
full_spring,lstm,CftsConfeti,shift_vr,1.34375
full_spring,lstm,CftsConfeti,sparsity,0.67574
full_spring,lstm,CftsConfeti,sparsity_channels,0.36
full_spring,lstm,CftsConfeti,sparsity_timepoints,0.3608
full_spring,lstm,CftsConfeti,trsi,1.1272234069576932
full_spring,lstm,CftsConfeti,validity,0.64
full_spring,lstm,CftsConfeti,validity_base,0.64
full_spring,lstm,CftsConfeti,validity_shift,0.86
full_spring,lstm,CftsWachter,cf_faith_pearl_hard,0.0
full_spring,lstm,CftsWachter,cf_faith_pearl_hard_given_valid,0.0
full_spring,lstm,CftsWachter,cf_faith_pearl_hard_valid,0.0
full_spring,lstm,CftsWachter,cf_faith_pearl_soft,0.07688492198939072
full_spring,lstm,CftsWachter,cf_faith_rollout_hard,0.0
full_spring,lstm,CftsWachter,cf_faith_rollout_hard_given_valid,0.0
full_spring,lstm,CftsWachter,cf_faith_rollout_hard_valid,0.0
full_spring,lstm,CftsWachter,cf_faith_rollout_soft,0.14575061170317485
full_spring,lstm,CftsWachter,do_complexity_mean,100.0
full_spring,lstm,CftsWachter,do_complexity_mean_all,100.0
full_spring,lstm,CftsWachter,do_complexity_mean_pearl_scorable,100.0
full_spring,lstm,CftsWachter,do_complexity_median,100.0
full_spring,lstm,CftsWachter,do_complexity_stability,1.0
full_spring,lstm,CftsWachter,frac_degenerate,0.0
full_spring,lstm,CftsWachter,frac_no_do_schedule,0.0
full_spring,lstm,CftsWachter,frac_vacuous,0.0
full_spring,lstm,CftsWachter,n,100.0
full_spring,lstm,CftsWachter,n_cf_faith_scorable,100.0
full_spring,lstm,CftsWachter,n_do_scorable,100.0
full_spring,lstm,CftsWachter,ood,0.07107830281440863
full_spring,lstm,CftsWachter,pns_PS_A_model_proposed,0.63
full_spring,lstm,CftsWachter,pns_PS_B_model_oracle,0.38
full_spring,lstm,CftsWachter,pns_PS_C_world_oracle,0.38
full_spring,lstm,CftsWachter,pns_PS_delta_outcome,0.0
full_spring,lstm,CftsWachter,pns_PS_delta_total,0.25
full_spring,lstm,CftsWachter,pns_PS_delta_trajectory,0.25
full_spring,lstm,CftsWachter,pns_PS_do_complexity_mean,100.0
full_spring,lstm,CftsWachter,pns_PS_do_complexity_median,100.0
full_spring,lstm,CftsWachter,pns_PS_frac_no_intervention,0.0
full_spring,lstm,CftsWachter,pns_PS_n,100.0
full_spring,lstm,CftsWachter,pns_PS_n_scorable,100.0
full_spring,lstm,CftsWachter,proximity_l1,9951.785911096225
full_spring,lstm,CftsWachter,proximity_l2,486.64284671516543
full_spring,lstm,CftsWachter,scm_noise_plausibility,0.8360642533652762
full_spring,lstm,CftsWachter,shift_vr,1.111111111111111
full_spring,lstm,CftsWachter,sparsity,0.00406
