dataset,classifier,method,metric,value
smoke_spring,lstm,NoiselessSCMRecourse,validity_shift,1.0
smoke_spring,lstm,PearlSCMRecourse,cf_faith_pearl_hard,1.0
smoke_spring,lstm,PearlSCMRecourse,cf_faith_pearl_hard_given_valid,1.0
smoke_spring,lstm,PearlSCMRecourse,cf_faith_pearl_hard_valid,1.0
smoke_spring,lstm,PearlSCMRecourse,cf_faith_pearl_soft,0.9999995599226074
smoke_spring,lstm,PearlSCMRecourse,cf_faith_rollout_hard,0.0
smoke_spring,lstm,PearlSCMRecourse,cf_faith_rollout_hard_given_valid,0.0
smoke_spring,lstm,PearlSCMRecourse,cf_faith_rollout_hard_valid,0.0
smoke_spring,lstm,PearlSCMRecourse,cf_faith_rollout_soft,0.690705081436972
smoke_spring,lstm,PearlSCMRecourse,do_complexity_mean,1.0
smoke_spring,lstm,PearlSCMRecourse,do_complexity_mean_all,1.0
smoke_spring,lstm,PearlSCMRecourse,do_complexity_mean_pearl_scorable,1.0
smoke_spring,lstm,PearlSCMRecourse,do_complexity_median,1.0
smoke_spring,lstm,PearlSCMRecourse,do_complexity_stability,1.0
smoke_spring,lstm,PearlSCMRecourse,frac_degenerate,0.0
smoke_spring,lstm,PearlSCMRecourse,frac_no_do_schedule,0.0
smoke_spring,lstm,PearlSCMRecourse,frac_vacuous,0.0
smoke_spring,lstm,PearlSCMRecourse,n,20.0
smoke_spring,lstm,PearlSCMRecourse,n_cf_faith_scorable,20.0
smoke_spring,lstm,PearlSCMRecourse,n_do_scorable,20.0
smoke_spring,lstm,PearlSCMRecourse,ood,0.04111579460353276
smoke_spring,lstm,PearlSCMRecourse,pns_PS_A_model_proposed,1.0
smoke_spring,lstm,PearlSCMRecourse,pns_PS_B_model_oracle,1.0
smoke_spring,lstm,PearlSCMRecourse,pns_PS_C_world_oracle,0.45
smoke_spring,lstm,PearlSCMRecourse,pns_PS_delta_outcome,0.55
smoke_spring,lstm,PearlSCMRecourse,pns_PS_delta_total,0.55
smoke_spring,lstm,PearlSCMRecourse,pns_PS_delta_trajectory,0.0
smoke_spring,lstm,PearlSCMRecourse,pns_PS_do_complexity_mean,1.0
smoke_spring,lstm,PearlSCMRecourse,pns_PS_do_complexity_median,1.0
smoke_spring,lstm,PearlSCMRecourse,pns_PS_frac_no_intervention,0.0
smoke_spring,lstm,PearlSCMRecourse,pns_PS_n,20.0
smoke_spring,lstm,PearlSCMRecourse,pns_PS_n_scorable,20.0
smoke_spring,lstm,PearlSCMRecourse,proximity_l1,814.471469792929
smoke_spring,lstm,PearlSCMRecourse,proximity_l2,63.83346489469634
smoke_spring,lstm,PearlSCMRecourse,scm_noise_plausibility,0.620454987566074
smoke_spring,lstm,PearlSCMRecourse,shift_vr,1.0
smoke_spring,lstm,PearlSCMRecourse,sparsity,0.26666666666666666
smoke_spring,lstm,PearlSCMRecourse,sparsity_channels,0.0
smoke_spring,lstm,PearlSCMRecourse,sparsity_timepoints,0.26666666666666666
smoke_spring,lstm,PearlSCMRecourse,trsi,0.09228926424348896
smoke_spring,lstm,PearlSCMRecourse,validity,1.0
smoke_spring,lstm,PearlSCMRecourse,validity_base,1.0
smoke_spring,lstm,PearlSCMRecourse,validity_shift,1.0
smoke_spring,lstm,TSCausal,cf_faith_pearl_hard,0.0
smoke_spring,lstm,TSCausal,cf_faith_pearl_hard_valid,0.0
smoke_spring,lstm,TSCausal,cf_faith_pearl_soft,0.6069646655302544
smoke_spring,lstm,TSCausal,cf_faith_rollout_hard,0.0
smoke_spring,lstm,TSCausal,cf_faith_rollout_hard_valid,0.0
smoke_spring,lstm,TSCausal,cf_faith_rollout_soft,0.9847703510251605
smoke_spring,lstm,TSCausal,do_complexity_mean,30.0
smoke_spring,lstm,TSCausal,do_complexity_mean_all,30.0
smoke_spring,lstm,TSCausal,do_complexity_mean_pearl_scorable,30.0
smoke_spring,lstm,TSCausal,do_complexity_median,30.0
smoke_spring,lstm,TSCausal,do_complexity_stability,1.0
smoke_spring,lstm,TSCausal,frac_degenerate,0.0
smoke_spring,lstm,TSCausal,frac_no_do_schedule,0.0
smoke_spring,lstm,TSCausal,frac_vacuous,0.0
smoke_spring,lstm,TSCausal,n,20.0
smoke_spring,lstm,TSCausal,n_cf_faith_scorable,20.0
smoke_spring,lstm,TSCausal,n_do_scorable,20.0
smoke_spring,lstm,TSCausal,ood,0.0887633369897303
smoke_spring,lstm,TSCausal,pns_PS_A_model_proposed,0.0
smoke_spring,lstm,TSCausal,pns_PS_B_model_oracle,0.0
smoke_spring,lstm,TSCausal,pns_PS_C_world_oracle,0.0
smoke_spring,lstm,TSCausal,pns_PS_delta_outcome,0.0
smoke_spring,lstm,TSCausal,pns_PS_delta_total,0.0
smoke_spring,lstm,TSCausal,pns_PS_delta_trajectory,0.0
smoke_spring,lstm,TSCausal,pns_PS_do_complexity_mean,30.0
smoke_spring,lstm,TSCausal,pns_PS_do_complexity_median,30.0
smoke_spring,lstm,TSCausal,pns_PS_frac_no_intervention,0.0
smoke_spring,lstm,TSCausal,pns_PS_n,20.0
smoke_spring,lstm,TSCausal,pns_PS_n_scorable,20.0
smoke_spring,lstm,TSCausal,proximity_l1,223.44752572037092
smoke_spring,lstm,TSCausal,proximity_l2,18.27383149832945
smoke_spring,lstm,TSCausal,scm_noise_plausibility,0.005403827676178446
smoke_spring,lstm,TSCausal,sparsity,0.02883333333333333
smoke_spring,lstm,TSCausal,sparsity_channels,0.0
smoke_spring,lstm,TSCausal,sparsity_timepoints,0.0
smoke_spring,lstm,TSCausal,trsi,0.16671995623171193
smoke_spring,lstm,TSCausal,validity,0.0
smoke_spring,lstm,TSCausal,validity_base,0.0
smoke_spring,lstm,TSCausal,validity_shift,0.0
smoke_spring,lstm,__dataset__,axis_a_LagAcc,1.0
smoke_spring,lstm,__dataset__,axis_a_LagF1,1.0
smoke_spring,lstm,__dataset__,axis_a_ResidualDep,0.01710160495921516
smoke_spring,lstm,__dataset__,axis_a_SHD,0.0
smoke_spring,oracle,OracleCF-Pearl,cf_faith_pearl_hard,1.0
smoke_spring,oracle,OracleCF-Pearl,cf_faith_pearl_hard_given_valid,1.0
smoke_spring,oracle,OracleCF-Pearl,cf_faith_pearl_hard_valid,0.5
smoke_spring,oracle,OracleCF-Pearl,cf_faith_pearl_soft,0.9999998616501706
smoke_spring,oracle,OracleCF-Pearl,cf_faith_rollout_hard,0.0
smoke_spring,oracle,OracleCF-Pearl,cf_faith_rollout_hard_given_valid,0.0
smoke_spring,oracle,OracleCF-Pearl,cf_faith_rollout_hard_valid,0.0
smoke_spring,oracle,OracleCF-Pearl,cf_faith_rollout_soft,0.75326382964804
smoke_spring,oracle,OracleCF-Pearl,do_complexity_mean,1.0
smoke_spring,oracle,OracleCF-Pearl,do_complexity_mean_all,1.0
smoke_spring,oracle,OracleCF-Pearl,do_complexity_mean_pearl_scorable,1.0
smoke_spring,oracle,OracleCF-Pearl,do_complexity_median,1.0
smoke_spring,oracle,OracleCF-Pearl,do_complexity_stability,1.0
smoke_spring,oracle,OracleCF-Pearl,frac_degenerate,0.0
smoke_spring,oracle,OracleCF-Pearl,frac_no_do_schedule,0.0
smoke_spring,oracle,OracleCF-Pearl,frac_vacuous,0.0
smoke_spring,oracle,OracleCF-Pearl,n,20.0
smoke_spring,oracle,OracleCF-Pearl,n_cf_faith_scorable,20.0
smoke_spring,oracle,OracleCF-Pearl,n_do_scorable,20.0
smoke_spring,oracle,OracleCF-Pearl,ood,0.07649055352424514
smoke_spring,oracle,OracleCF-Pearl,proximity_l1,34.63494716790412
smoke_spring,oracle,OracleCF-Pearl,proximity_l2,6.513775379377085
smoke_spring,oracle,OracleCF-Pearl,scm_noise_plausibility,0.9494819368768292
smoke_spring,oracle,OracleCF-Pearl,sparsity,0.8323333333333334
smoke_spring,oracle,OracleCF-Pearl,sparsity_channels,0.6300000000000001
smoke_spring,oracle,OracleCF-Pearl,sparsity_timepoints,0.5
smoke_spring,oracle,OracleCF-Pearl,trsi,0.1284132628381665
smoke_spring,oracle,OracleCF-Pearl,validity,0.5
smoke_spring,oracle,OracleCF-Rollout,cf_faith_pearl_hard,0.0
smoke_spring,oracle,OracleCF-Rollout,cf_faith_pearl_hard_given_valid,0.0
smoke_spring,oracle,OracleCF-Rollout,cf_faith_pearl_hard_valid,0.0
smoke_spring,oracle,OracleCF-Rollout,cf_faith_pearl_soft,0.7532638236139403
smoke_spring,oracle,OracleCF-Rollout,cf_faith_rollout_hard,1.0
smoke_spring,oracle,OracleCF-Rollout,cf_faith_rollout_hard_given_valid,1.0
smoke_spring,oracle,OracleCF-Rollout,cf_faith_rollout_hard_valid,0.5
smoke_spring,oracle,OracleCF-Rollout,cf_faith_rollout_soft,0.9999998689818369
smoke_spring,oracle,OracleCF-Rollout,do_complexity_mean,15.0
smoke_spring,oracle,OracleCF-Rollout,do_complexity_mean_all,15.0
smoke_spring,oracle,OracleCF-Rollout,do_complexity_mean_pearl_scorable,15.0
smoke_spring,oracle,OracleCF-Rollout,do_complexity_median,15.0
smoke_spring,oracle,OracleCF-Rollout,do_complexity_stability,1.0
smoke_spring,oracle,OracleCF-Rollout,frac_degenerate,0.0
smoke_spring,oracle,OracleCF-Rollout,frac_no_do_schedule,0.0
smoke_spring,oracle,OracleCF-Rollout,frac_vacuous,0.0
smoke_spring,oracle,OracleCF-Rollout,n,20.0
smoke_spring,oracle,OracleCF-Rollout,n_cf_faith_scorable,20.0
smoke_spring,oracle,OracleCF-Rollout,n_do_scorable,20.0
smoke_spring,oracle,OracleCF-Rollout,ood,0.07762130296331558
smoke_spring,oracle,OracleCF-Rollout,proximity_l1,69.2382808583011
smoke_spring,oracle,OracleCF-Rollout,proximity_l2,8.277308926452651
smoke_spring,oracle,OracleCF-Rollout,scm_noise_plausibility,0.5754184906096281
smoke_spring,oracle,OracleCF-Rollout,sparsity,0.5309999999999999
smoke_spring,oracle,OracleCF-Rollout,sparsity_channels,0.0
smoke_spring,oracle,OracleCF-Rollout,sparsity_timepoints,0.5
smoke_spring,oracle,OracleCF-Rollout,trsi,0.2594716461031504
smoke_spring,oracle,OracleCF-Rollout,validity,0.5
