benchmark,classifier,method,n_seeds,validity_mean,validity_ci_lo,validity_ci_hi,validity_n,proximity_l1_mean,proximity_l1_ci_lo,proximity_l1_ci_hi,proximity_l1_n,proximity_l2_mean,proximity_l2_ci_lo,proximity_l2_ci_hi,proximity_l2_n,sparsity_mean,sparsity_ci_lo,sparsity_ci_hi,sparsity_n,sparsity_channels_mean,sparsity_channels_ci_lo,sparsity_channels_ci_hi,sparsity_channels_n,sparsity_timepoints_mean,sparsity_timepoints_ci_lo,sparsity_timepoints_ci_hi,sparsity_timepoints_n,trsi_mean,trsi_ci_lo,trsi_ci_hi,trsi_n,cf_faith_rollout_hard_mean,cf_faith_rollout_hard_ci_lo,cf_faith_rollout_hard_ci_hi,cf_faith_rollout_hard_n,cf_faith_rollout_soft_mean,cf_faith_rollout_soft_ci_lo,cf_faith_rollout_soft_ci_hi,cf_faith_rollout_soft_n,cf_faith_pearl_hard_mean,cf_faith_pearl_hard_ci_lo,cf_faith_pearl_hard_ci_hi,cf_faith_pearl_hard_n,cf_faith_pearl_soft_mean,cf_faith_pearl_soft_ci_lo,cf_faith_pearl_soft_ci_hi,cf_faith_pearl_soft_n,cf_faith_rollout_hard_valid_mean,cf_faith_rollout_hard_valid_ci_lo,cf_faith_rollout_hard_valid_ci_hi,cf_faith_rollout_hard_valid_n,cf_faith_pearl_hard_valid_mean,cf_faith_pearl_hard_valid_ci_lo,cf_faith_pearl_hard_valid_ci_hi,cf_faith_pearl_hard_valid_n
full,lstm,CARLA,3,0.21333333333333335,0.0,0.6333333333333333,150,146.73059203176368,117.48199344097061,179.1533779962225,150,7.753190143590321,6.448650066336662,9.535227013347077,150,0.30902,0.25645983333333333,0.410662,150,0.0,0.0,0.0,150,0.30333333333333334,0.25,0.4083333333333333,150,1.3940734737068357,1.351763806988299,1.4647770554717245,150,1.0,1.0,1.0,150,0.9999999968526587,0.9999999963743971,0.9999999972954642,150,0.0,0.0,0.0,150,0.8125867241407212,0.7880009337483512,0.8267512778691825,150,0.21333333333333335,0.0,0.6333333333333333,150,0.0,0.0,0.0,150
full,lstm,CftsCels,3,0.5066666666666667,0.41333333333333333,0.5933333333333334,150,0.3156658380468509,0.1943041857132237,0.45577884829862797,150,0.19276233477568236,0.1311747505180751,0.2655335962947799,150,0.9874800000000001,0.9833723333333333,0.9913935,150,0.5279999999999999,0.44665000000000005,0.6140166666666665,150,0.9591333333333334,0.9432000000000001,0.9731333333333332,150,1.332681400243252,1.2835033469400245,1.3827072163306877,150,0.0,0.0,0.0,99,0.8635646869611567,0.8437516585996713,0.8824898153358806,99,0.1919191919191919,0.11428571428571428,0.2761904761904762,99,0.9937778076946108,0.9922719462042197,0.9950984739372908,99,0.0,0.0,0.0,150,0.0,0.0,0.0,150
full,lstm,CftsCOMTE,3,1.0,1.0,1.0,150,627.1218540927493,258.25178866568695,1219.8801340163798,150,28.995501079177828,12.61091405998534,54.94060308500307,150,0.2776733333333333,0.12865866666666667,0.3868153333333333,150,0.0,0.0,0.0,150,0.1746666666666667,0.030533333333333332,0.2806233333333332,150,0.7450537388042369,0.6437794893552627,0.8368596132726456,150,0.0,0.0,0.0,150,0.6751530747166888,0.6122466038649688,0.71936619142307,150,0.0,0.0,0.0,150,0.7637852434845278,0.6881801456086083,0.8154440538166772,150,0.0,0.0,0.0,150,0.0,0.0,0.0,150
full,lstm,CftsConfeti,3,0.5266666666666666,0.3466666666666667,0.7133333333333334,150,76.67519838596627,46.27715545468856,112.43649427640511,150,4.524405212264124,2.6728749793369926,6.719231647721064,150,0.7376466666666666,0.6459593333333332,0.8279735,150,0.47333333333333333,0.2866666666666667,0.6533333333333333,150,0.47379999999999994,0.2879916666666667,0.653535,150,1.4400007073531154,1.4313198847143334,1.449460500356555,150,0.0,0.0,0.0,79,0.8197112821025776,0.804652693939603,0.8354558687708301,79,0.0,0.0,0.0,79,0.8594126834670266,0.8435770549485524,0.8750897725108517,79,0.0,0.0,0.0,150,0.0,0.0,0.0,150
full,lstm,CftsWachter,3,0.92,0.82,0.9866666666666667,150,258.4464992339878,233.67543751331607,288.28542016513126,150,13.284252118729807,11.914185858833788,14.721554484321624,150,0.06917333333333334,0.0254785,0.13278916666666665,150,0.0,0.0,0.0,150,0.0388,0.0038666666666666663,0.0884766666666666,150,1.3185585302979315,1.2910522460461198,1.3503159891531291,150,0.0,0.0,0.0,150,0.8055881556752928,0.7887506624565029,0.823415619255408,150,0.0,0.0,0.0,150,0.7743494196822632,0.7545196486114989,0.7912545775822137,150,0.0,0.0,0.0,150,0.0,0.0,0.0,150
full,lstm,PearlCARLA,3,0.02,0.0,0.06666666666666667,150,2.6846818915785775,0.3850291030651708,4.722415957250814,150,0.26852887959800537,0.03876549395094365,0.4677115469035277,150,0.8553200000000002,0.8052721666666666,0.9220574999999999,150,0.234,0.07798333333333336,0.3406666666666666,150,0.7216,0.6332616666666667,0.8244116666666667,150,1.2919104155364618,0.6751097192187319,1.9809413799800626,150,0.0,0.0,0.0,141,0.8115285203416954,0.7880516445881361,0.8270377326310435,141,1.0,1.0,1.0,141,0.999999978803537,0.9999999760426409,0.9999999824505973,141,0.0,0.0,0.0,150,0.02,0.0,0.06666666666666667,150
