benchmark,classifier,method,instance,validity,no_cf_found,proximity_l1,proximity_l2,sparsity,sparsity_channels,sparsity_timepoints,trsi,scm_noise_plausibility,intervention_t,vacuous,do_complexity,cf_faith_rollout_hard,cf_faith_rollout_soft,cf_faith_pearl_hard,cf_faith_pearl_soft,cf_faith_rollout_hard_valid,cf_faith_pearl_hard_valid,cf_faith_rollout_hard_given_valid,cf_faith_pearl_hard_given_valid
smoke_spring,lstm,CftsCOMTE,0,1,0,611.1923957482586,81.51994211206512,0.8,0.8,0.0,0.03543850035888613,0.402403276968909,0,0,30,0.0,0.06621937161591283,0.0,0.10077713727782626,0.0,0.0,0.0,0.0
smoke_spring,lstm,CftsCOMTE,1,1,0,81.28174681081055,16.76505777572857,0.9,0.9,0.0,0.12319196523747883,0.7478582848707187,0,0,30,0.0,0.45164922080012915,0.0,0.6209667959620917,0.0,0.0,0.0,0.0
smoke_spring,lstm,CftsCOMTE,2,1,0,345.8980998568899,54.07516071656235,0.8,0.8,0.0,0.07359184529148999,0.6511391182179246,0,0,30,0.0,0.2175407583597593,0.0,0.34392515761755876,0.0,0.0,0.0,0.0
smoke_spring,lstm,CftsCOMTE,3,1,0,507.111318480188,56.31154266019144,0.7,0.7,0.0,0.03768097142786471,0.8366835321246647,0,0,30,0.0,0.4357388957273334,0.0,0.6451508851870793,0.0,0.0,0.0,0.0
smoke_spring,lstm,CftsCOMTE,4,1,0,196.5896794355629,29.34395358923547,0.8,0.8,0.0,0.06679866571882734,0.7341541645228862,0,0,30,0.0,0.2663021557892998,0.0,0.39533540238264225,0.0,0.0,0.0,0.0
smoke_spring,lstm,CftsCOMTE,5,1,0,540.7476242603134,65.48697566491094,0.7,0.7,0.0,0.06293850189975966,0.4916706899752675,0,0,30,0.0,0.08893972388351526,0.0,0.13295961087383049,0.0,0.0,0.0,0.0
smoke_spring,lstm,CftsCOMTE,6,1,0,340.00995889928777,48.92077400986385,0.8,0.8,0.0,0.10407182657178835,0.8535727426696779,0,0,30,0.0,0.4445686236319278,0.0,0.7169557864014783,0.0,0.0,0.0,0.0
smoke_spring,lstm,CftsCOMTE,7,1,0,1892.5077740887614,196.80781204583533,0.6,0.6,0.0,0.024254810080089177,0.6291313534833651,0,0,30,0.0,0.18587255833625213,0.0,0.20567230556900992,0.0,0.0,0.0,0.0
smoke_spring,lstm,CftsCOMTE,8,1,0,114.40369113005154,22.528702563399673,0.9,0.9,0.0,0.07237510948909769,0.706314777191258,0,0,30,0.0,0.4676714245597879,0.0,0.6618875345634462,0.0,0.0,0.0,0.0
smoke_spring,lstm,CftsCOMTE,9,1,0,245.67403051208652,34.50782864973926,0.8,0.8,0.0,0.07552349730704618,0.8940804395354608,0,0,30,0.0,0.509700043202645,0.0,0.7375546826722792,0.0,0.0,0.0,0.0
smoke_spring,lstm,CftsCOMTE,10,1,0,466.6866043924919,58.06229280701484,0.7,0.7,0.0,0.07270465469291393,0.5953364830921142,0,0,30,0.0,0.12078286792010137,0.0,0.2164602977473599,0.0,0.0,0.0,0.0
smoke_spring,lstm,CftsCOMTE,11,1,0,249.88280245375603,36.50403907210927,0.8,0.8,0.0,0.11041491935403899,0.7828887320848121,0,0,30,0.0,0.431411517584712,0.0,0.628767431188158,0.0,0.0,0.0,0.0
smoke_spring,lstm,CftsCOMTE,12,1,0,79.90417163788045,18.936963513909816,0.9,0.9,0.0,0.10607658031979751,0.6829275821094719,0,0,30,0.0,0.4852833972404396,0.0,0.7337568383640732,0.0,0.0,0.0,0.0
smoke_spring,lstm,CftsCOMTE,13,1,0,406.79513001389876,59.95898051933082,0.8,0.8,0.0,0.10120231075113047,0.8264816911218306,0,0,30,0.0,0.39269974961889054,0.0,0.5499629530415374,0.0,0.0,0.0,0.0
smoke_spring,lstm,CftsCOMTE,14,1,0,1561.6939969293655,136.6802896026198,0.5,0.5,0.0,0.030432063205865154,0.6498406397178492,0,0,30,0.0,0.1922563316387125,0.0,0.2041110350931006,0.0,0.0,0.0,0.0
smoke_spring,lstm,CftsCOMTE,15,1,0,1192.502109983243,123.69557909234834,0.6,0.6,0.0,0.063384105745265,0.593702946565059,0,0,30,0.0,0.23141407600577124,0.0,0.24204629010337525,0.0,0.0,0.0,0.0
smoke_spring,lstm,CftsCOMTE,16,1,0,412.9218965021939,50.43644864191384,0.7,0.7,0.0,0.05500322799864525,0.5681978739457266,0,0,30,0.0,0.11625710524085553,0.0,0.2118995811239156,0.0,0.0,0.0,0.0
smoke_spring,lstm,CftsCOMTE,17,1,0,658.2147334425285,79.35418948297837,0.7,0.7,0.0,0.061505149411241695,0.549973220544587,0,0,30,0.0,0.1044022831015751,0.0,0.12999807188803417,0.0,0.0,0.0,0.0
smoke_spring,lstm,CftsCOMTE,18,1,0,1154.387182318303,118.54554277810229,0.6,0.6,0.0,0.027840308364375968,0.6833550012974251,0,0,30,0.0,0.20607873135361016,0.0,0.19805799968154378,0.0,0.0,0.0,0.0
smoke_spring,lstm,CftsCOMTE,19,1,0,349.6128398291669,51.428967365936344,0.8,0.8,0.0,0.0855235837896129,0.8630312744528701,0,0,30,0.0,0.44713297640679606,0.0,0.5654926574019702,0.0,0.0,0.0,0.0
smoke_spring,lstm,CftsCels,0,0,0,2.8742539464810197,1.7525776185039967,0.92,0.3,0.43333333333333335,0.6779708869851728,0.9629421750350781,4,0,22,0.0,0.7381811567631122,0.0,0.9887616335945022,0.0,0.0,,
smoke_spring,lstm,CftsCels,1,1,0,92.31178395382517,13.040760833847738,0.03666666666666667,0.0,0.0,0.165241283093789,0.8586916917377596,0,0,30,0.0,0.5361501490069344,0.0,0.7646490872759564,0.0,0.0,0.0,0.0
smoke_spring,lstm,CftsCels,2,0,0,0.12334970623314459,0.05746419310063922,0.93,0.3,0.5333333333333333,1.3192465751255749,0.9533705129056176,1,0,19,0.0,0.6802253316336682,0.0,0.9984279997545764,0.0,0.0,,
smoke_spring,lstm,CftsCels,3,0,0,0.025761974092777723,0.006741938497595559,0.97,0.4,0.7333333333333333,1.674622234516149,0.9409609272270316,0,0,13,0.0,0.6130922221495313,1.0,0.9996633549459082,0.0,0.0,,
smoke_spring,lstm,CftsCels,4,1,0,145.67710022640898,16.969936631508983,0.22,0.0,0.0,0.14817493836952678,0.8497684775599613,0,0,30,0.0,0.5241748179792254,0.0,0.6662230891567108,0.0,0.0,0.0,0.0
smoke_spring,lstm,CftsCels,5,0,0,0.12630046283701263,0.07994293184022355,0.9633333333333334,0.5,0.6333333333333333,1.1862058081416402,0.9579133553183602,0,0,17,0.0,0.5679332849238646,0.0,0.9978992653569658,0.0,0.0,,
smoke_spring,lstm,CftsCels,6,0,0,0.1646098212275231,0.1341210894294646,0.9666666666666667,0.4,0.7,1.1660492252896562,0.9846973932295549,1,0,15,0.0,0.6162753480308106,1.0,0.9991423536789958,0.0,0.0,,
smoke_spring,lstm,CftsCels,7,0,0,0.24818314592553736,0.12159196549194996,0.9233333333333333,0.1,0.5333333333333333,1.272117807197001,0.9563834476158348,0,0,19,0.0,0.7017136311110463,0.0,0.9982065724171334,0.0,0.0,,
smoke_spring,lstm,CftsCels,8,1,0,152.304724882155,20.04587150723955,0.36,0.0,0.0,0.13577436167004225,0.8004081064157403,0,0,30,0.0,0.5536713619095828,0.0,0.6325154813203101,0.0,0.0,0.0,0.0
smoke_spring,lstm,CftsCels,9,1,0,234.09844321297493,34.26494873402983,0.53,0.0,0.0,0.17560726033354607,0.5326126528903612,0,0,30,0.0,0.35602194455723024,0.0,0.4599792443194414,0.0,0.0,0.0,0.0
smoke_spring,lstm,CftsCels,10,0,0,0.08407295548952098,0.06079905678994133,0.98,0.6,0.8333333333333334,1.2213295366978068,0.9859695992603185,2,0,9,0.0,0.5173919641070264,1.0,0.9991510793134644,0.0,0.0,,
smoke_spring,lstm,CftsCels,11,1,0,86.73622390358743,13.89301934489256,0.49666666666666665,0.0,0.0,0.14750603203976564,0.8493213547444556,0,0,30,0.0,0.45098892769193943,0.0,0.7509510876418207,0.0,0.0,0.0,0.0
smoke_spring,lstm,CftsCels,12,1,0,102.11547262447402,10.329669089651787,0.15666666666666668,0.0,0.0,0.17403535233214687,0.887279717455404,0,0,30,0.0,0.6089995902160386,0.0,0.7317026674977487,0.0,0.0,0.0,0.0
smoke_spring,lstm,CftsCels,13,0,0,0.280100447868599,0.23188859342917334,0.92,0.1,0.4666666666666667,1.0847729243206345,0.947581104740862,0,0,19,0.0,0.6032134517464268,0.0,0.9988748201902459,0.0,0.0,,
smoke_spring,lstm,CftsCels,14,0,0,0.29928339703429807,0.191476947661412,0.93,0.2,0.5,1.2171473867608584,0.9583023289254312,0,0,22,0.0,0.6398581324833438,0.0,0.9970577664758383,0.0,0.0,,
smoke_spring,lstm,CftsCels,15,0,0,1.3665466743951025,0.8868849608400403,0.9166666666666666,0.1,0.4,1.0852450199437682,0.9449417084921997,0,0,23,0.0,0.4836713810655936,0.0,0.9948879903469281,0.0,0.0,,
smoke_spring,lstm,CftsCels,16,0,0,0.2810105603262317,0.22503211278592916,0.94,0.5,0.5666666666666667,1.1191395133630797,0.9937236274757515,1,0,19,0.0,0.5164254995431349,0.0,0.9988491097339316,0.0,0.0,,
smoke_spring,lstm,CftsCels,17,0,0,0.3643166364950494,0.31676305606133787,0.9633333333333334,0.3,0.6666666666666666,1.0961356001504516,0.9748930084703238,7,0,12,0.0,0.6531408605927951,0.0,0.9980303332846774,0.0,0.0,,
smoke_spring,lstm,CftsCels,18,0,0,0.06390987347668206,0.021748555921208196,0.9666666666666667,0.4,0.6666666666666666,1.6583392718837753,0.8995342437332493,0,0,14,0.0,0.5951829785239986,1.0,0.9992203142821768,0.0,0.0,,
smoke_spring,lstm,CftsCels,19,0,0,0.030965346870003515,0.013966772130515103,0.9833333333333333,0.7,0.8666666666666667,1.3843829072203375,0.9668288072634313,13,0,7,0.0,0.7704977185245789,1.0,0.9997258976331956,0.0,0.0,,
smoke_spring,lstm,CftsConfeti,0,0,0,3.7023539924796456e-05,3.4585065017807676e-06,1.0,1.0,1.0,1.3559350714058478,0.996039106384592,29,1,0,nan,nan,nan,nan,0.0,0.0,,
smoke_spring,lstm,CftsConfeti,1,1,0,437.1588120118039,44.55099065479792,0.5033333333333333,0.0,0.0,1.0259144527113975,0.055075298302746024,0,0,30,0.0,0.02937695904324846,0.0,0.036118277716259604,0.0,0.0,0.0,0.0
smoke_spring,lstm,CftsConfeti,2,0,0,2.872724160475973e-05,2.712781985758575e-06,1.0,1.0,1.0,1.3575391986446481,0.9543144703161044,29,1,0,nan,nan,nan,nan,0.0,0.0,,
