benchmark,classifier,method,instance,validity,proximity_l1,proximity_l2,sparsity,trsi,ivr,intervention_t,cf_faith_rollout_hard,cf_faith_rollout_soft,cf_faith_pearl_hard,cf_faith_pearl_soft,cf_faith_rollout_hard_valid,cf_faith_pearl_hard_valid
smoke_regime,lstm,CftsCOMTE,8,1,25.050548793209895,2.045369425192178,0.0,0.23183619696602212,0.0,0,0.0,0.8403390743450329,0.0,0.8542919857856955,0.0,0.0
smoke_regime,lstm,CftsCOMTE,9,1,23.442965190761633,2.2630773073430888,0.0,0.31885813100014504,0.0,0,0.0,0.8309047181212894,0.0,0.8586932903805222,0.0,0.0
smoke_regime,lstm,CftsConfeti,0,1,10.376709707325297,1.5720163336315662,0.48,0.3674956288271468,0.0,0,0.0,0.9082193835007347,0.0,0.9327161149799984,0.0,0.0
smoke_regime,lstm,CftsConfeti,1,1,10.36933343924368,1.4331179993343763,0.5133333333333333,0.3471097315305445,0.0,0,0.0,0.9044271294715307,0.0,0.9321652555839175,0.0,0.0
smoke_regime,lstm,CftsConfeti,2,1,12.28712392659898,1.7699449324991414,0.44666666666666666,0.4035947873168187,0.0,0,0.0,0.9069202745070856,0.0,0.9223919861396792,0.0,0.0
smoke_regime,lstm,CftsConfeti,3,1,11.525630919026124,1.7584674077067148,0.49333333333333335,0.3807761998387973,0.0,0,0.0,0.8989043182445398,0.0,0.925179216540857,0.0,0.0
smoke_regime,lstm,CftsConfeti,4,1,11.851713227832004,1.6530183217207752,0.46,0.3887580644519096,0.0,0,0.0,0.8942967365152026,0.0,0.9241139712452391,0.0,0.0
smoke_regime,lstm,CftsConfeti,5,1,11.29999472060878,1.8294407029602175,0.54,0.38206220995113077,0.0,0,0.0,0.9050639277304413,0.0,0.927504438453204,0.0,0.0
smoke_regime,lstm,CftsConfeti,6,1,11.740729040391699,1.732753610579699,0.5266666666666666,0.39340508639427346,0.0,0,0.0,0.8907322982755455,0.0,0.9246003594981212,0.0,0.0
smoke_regime,lstm,CftsConfeti,7,1,11.776479881171763,1.80120414385235,0.44666666666666666,0.4136712144151493,0.0,0,0.0,0.9017334572075912,0.0,0.9245201913999586,0.0,0.0
smoke_regime,lstm,CftsConfeti,8,1,10.997950855914791,1.6738328821078279,0.52,0.3365483895781772,0.0,0,0.0,0.906110525326073,0.0,0.9335330868719848,0.0,0.0
smoke_regime,lstm,CftsConfeti,9,1,9.58657786842365,1.4490782782210947,0.48,0.34652738950441736,0.0,0,0.0,0.9021840379430561,0.0,0.9388145627245766,0.0,0.0
smoke_regime,lstm,CftsCounts,0,1,14.153296024231242,1.5439415819772002,0.0,0.3284859536048299,0.0,0,0.0,0.9917484603870321,0.0,0.911479291628355,0.0,0.0
smoke_regime,lstm,CftsCounts,1,1,16.56721844988137,1.8385278409403445,0.0,0.38908215971405613,0.0,0,0.0,0.9942365946685827,0.0,0.8970233746308364,0.0,0.0
smoke_regime,lstm,CftsCounts,2,1,16.969654804500045,1.9759515409438584,0.0,0.4238340417202883,0.0,0,0.0,0.9898725750349313,0.0,0.897775923516042,0.0,0.0
smoke_regime,lstm,CftsCounts,3,1,19.769525007858547,2.107090356833937,0.0,0.38702068029024866,0.0,0,0.0,0.9933961162616435,0.0,0.888029924112906,0.0,0.0
smoke_regime,lstm,CftsCounts,4,0,17.853118811806453,1.8703074257450392,0.0,0.3506717991113543,0.0,0,0.0,0.9882849129867405,0.0,0.8928289536405889,0.0,0.0
smoke_regime,lstm,CftsCounts,5,1,18.46277595490803,2.07077286752638,0.0,0.4000661785647059,0.0,0,0.0,0.9920880970327907,0.0,0.8903174257386719,0.0,0.0
smoke_regime,lstm,CftsCounts,6,1,17.672868223741865,1.9577082751744015,0.0,0.39872031070751307,0.0,0,0.0,0.9955864068741588,0.0,0.8932393803013503,0.0,0.0
smoke_regime,lstm,CftsCounts,7,1,17.799971778390784,2.0960237358392066,0.0,0.41125431081722613,0.0,0,0.0,0.9928168275564477,0.0,0.8896287589913687,0.0,0.0
smoke_regime,lstm,CftsCounts,8,1,17.497966779829436,1.9537447973006332,0.0,0.36381912592890775,0.0,0,0.0,0.9945886100307416,0.0,0.9002933904845941,0.0,0.0
smoke_regime,lstm,CftsCounts,9,1,16.24324883295101,1.71474780504838,0.0,0.35098630946348647,0.0,0,0.0,0.996307473728418,0.0,0.9067717796643933,0.0,0.0
smoke_regime,lstm,CftsWachter,0,1,19.6166544102557,2.165216780978776,0.0,0.45317865566065324,0.0,0,0.0,0.9014985375619268,0.0,0.8796524511779785,0.0,0.0
smoke_regime,lstm,CftsWachter,1,1,23.013300354551237,2.479472799977904,0.0,0.5324425462371812,0.0,0,0.0,0.901713916154316,0.0,0.865167575597699,0.0,0.0
smoke_regime,lstm,CftsWachter,2,1,26.732119231939457,2.838438285742023,0.0,0.5247367024360015,0.0,0,0.0,0.8908572087543389,0.0,0.84655410269396,0.0,0.0
smoke_regime,lstm,CftsWachter,3,1,25.54447374486363,2.7083617019852166,0.0,0.5170643871106981,0.0,0,0.0,0.9077034497665966,0.0,0.8519252806520651,0.0,0.0
smoke_regime,lstm,CftsWachter,4,1,25.214497838382094,2.6468635737667037,0.0,0.5055378863648895,0.0,0,0.0,0.8997395826729903,0.0,0.8544465356357115,0.0,0.0
smoke_regime,lstm,CftsWachter,5,1,25.586366315513985,2.6904942918163144,0.0,0.5169624120726348,0.0,0,0.0,0.8981900766278333,0.0,0.8520264761251701,0.0,0.0
smoke_regime,lstm,CftsWachter,6,1,24.131979209625865,2.589459950522444,0.0,0.5788812846664094,0.0,0,0.0,0.9083042013937737,0.0,0.8529462068771555,0.0,0.0
smoke_regime,lstm,CftsWachter,7,1,29.561077879335123,3.1844825954216462,0.0,0.5920715288793112,0.0,0,0.0,0.863607365312272,0.0,0.8278726515895829,0.0,0.0
