benchmark,classifier,method,instance,validity,proximity_l1,proximity_l2,sparsity,sparsity_channels,sparsity_timepoints,trsi,intervention_t,vacuous,cf_faith_rollout_hard,cf_faith_rollout_soft,cf_faith_pearl_hard,cf_faith_pearl_soft,cf_faith_rollout_hard_valid,cf_faith_pearl_hard_valid
full_nl_seed0,lstm,CARLA,23,1,86.01681566807804,4.196898345684776,0.268,0.0,0.26,1.1027809396405979,26,1,1.0,0.9999999999752518,0.0,0.8919697947302276,1.0,0.0
full_nl_seed0,lstm,CARLA,24,1,88.58837526926247,4.255547001036914,0.262,0.0,0.26,1.0219728796023881,26,1,1.0,0.9999999999603807,0.0,0.8886194917988289,1.0,0.0
full_nl_seed0,lstm,CARLA,25,1,88.11059682180617,4.4421889576060725,0.263,0.0,0.26,1.0392083214504113,26,1,1.0,0.999999999975856,0.0,0.8887688658883751,1.0,0.0
full_nl_seed0,lstm,CARLA,26,1,90.76892638852068,4.58608749443632,0.262,0.0,0.26,1.0690084998436913,26,1,1.0,0.9999999999771476,0.0,0.8861695674057332,1.0,0.0
full_nl_seed0,lstm,CARLA,27,1,83.88297856768065,4.135773534633374,0.265,0.0,0.26,1.07165188303714,26,1,1.0,0.9999999999147505,0.0,0.8940643751492543,1.0,0.0
full_nl_seed0,lstm,CARLA,28,1,85.71450082849127,4.302586020027187,0.264,0.0,0.26,1.0925990963827592,26,1,1.0,0.9999999999531426,0.0,0.8924611326051772,1.0,0.0
full_nl_seed0,lstm,CARLA,29,1,85.17813762431864,4.211914487520473,0.264,0.0,0.26,1.0492357716285683,26,1,1.0,0.9999999999714722,0.0,0.8938492863878462,1.0,0.0
full_nl_seed0,lstm,CARLA,30,1,61.67629293906962,3.7747228949455005,0.512,0.0,0.51,1.004363234361809,51,1,1.0,0.9999999998688854,0.0,0.8837574539424627,1.0,0.0
full_nl_seed0,lstm,CARLA,31,1,86.20746366523942,4.226582604787222,0.263,0.0,0.26,1.0735105540843102,26,1,1.0,0.9999999999407971,0.0,0.8909099333130428,1.0,0.0
full_nl_seed0,lstm,CARLA,32,1,89.92236547113082,4.44110804474622,0.264,0.0,0.26,1.0739170883734868,26,1,1.0,0.9999999999528352,0.0,0.8872759366656466,1.0,0.0
full_nl_seed0,lstm,CARLA,33,1,91.4683223076976,4.57185515654067,0.267,0.0,0.26,1.0167104195826822,26,1,1.0,0.9999999999377137,0.0,0.8846154259385828,1.0,0.0
full_nl_seed0,lstm,CARLA,34,1,89.16230568608923,4.475137769701373,0.263,0.0,0.26,0.9971705875159661,26,1,1.0,0.9999999999501982,0.0,0.8886865628367769,1.0,0.0
full_nl_seed0,lstm,CARLA,35,1,88.703723266342,4.398972500411254,0.263,0.0,0.26,1.0461380694288356,26,1,1.0,0.9999999999847711,0.0,0.888835749882543,1.0,0.0
full_nl_seed0,lstm,CARLA,36,1,58.224316270221806,3.4512549868976232,0.513,0.0,0.51,1.0231419641984094,51,1,1.0,0.9999999999117596,0.0,0.8904767461356372,1.0,0.0
full_nl_seed0,lstm,CARLA,37,1,86.12812999305592,4.348556388539282,0.264,0.0,0.26,1.067324153942665,26,1,1.0,0.9999999999590073,0.0,0.8908932988955892,1.0,0.0
